name,visual_obs_date,name_epoch,vlass_obs_date,epoch,flux,rms,days_diff,type,redshift,detection_type,luminosity_cgs,model_luminosity_cgs,time_years
ZTF18ablqhqx,58337.589,ZTF18ablqhqx_VLASS3.1,60026.0,VLASS3.1,0.369,0.119,1688.411,SN Ia,0.11,upper_limit,1.2255307491608321e+29,0.0,4.625783561643836
ZTF18ablqjul,58343.539,ZTF18ablqjul_VLASS2.1,59111.0,VLASS2.1,0.274,0.143,767.4609999999957,SN Ia,0.1,upper_limit,7.422514280607925e+28,5.39603038938723e+27,2.102632876712317
ZTF18ablqjul,58343.539,ZTF18ablqjul_VLASS3.1,60001.0,VLASS3.1,0.303,0.121,1657.4609999999957,SN Ia,0.1,upper_limit,8.208108857752558e+28,0.0,4.540989041095878
ZTF18ablqkud,58340.529,ZTF18ablqkud_VLASS2.1,59098.0,VLASS2.1,0.356,0.127,757.4709999999977,SN Ia,0.06808,upper_limit,4.2805469382193465e+28,5.438270097036629e+27,2.075263013698624
ZTF18ablqkud,58340.529,ZTF18ablqkud_VLASS3.1,59987.0,VLASS3.1,0.322,0.12,1646.4709999999975,SN Ia,0.06808,upper_limit,3.871730657602893e+28,0.0,4.5108794520547875
ZTF18ablqlzp,58340.529,ZTF18ablqlzp_VLASS1.2v2,58570.0,VLASS1.2v,0.563,0.129,229.47099999999773,SN Ia,0.0414,detection,2.4106434057858495e+28,8.174266334358826e+27,0.6286876712328705
ZTF18ablqlzp,58340.529,ZTF18ablqlzp_VLASS2.2,59495.0,VLASS2.2,0.734,0.142,1154.4709999999975,SN Ia,0.0414,detection,3.1428281702430077e+28,0.0,3.1629342465753356
ZTF18ablqqqp,58339.549,ZTF18ablqqqp_VLASS2.1,59068.0,VLASS2.1,0.304,0.133,728.4510000000009,SN Ia,0.1,upper_limit,8.23519832592996e+28,5.58151866287469e+27,1.9957561643835642
ZTF18ablqqqp,58339.549,ZTF18ablqqqp_VLASS3.1,59965.0,VLASS3.1,0.301,0.105,1625.451000000001,SN Ia,0.1,upper_limit,8.153929921397757e+28,0.0,4.453290410958907
ZTF18ablrljh,58336.559,ZTF18ablrljh_VLASS2.1,59068.0,VLASS2.1,0.273,0.124,731.4409999999989,SN Ia,0.094,upper_limit,6.482645651788461e+28,5.56840941530589e+27,2.0039479452054763
ZTF18ablrljh,58336.559,ZTF18ablrljh_VLASS3.1,59965.0,VLASS3.1,0.296,0.115,1628.440999999999,SN Ia,0.094,upper_limit,7.028802611462946e+28,0.0,4.461482191780819
ZTF18abltaxf,58334.549,ZTF18abltaxf_VLASS3.1,59998.0,VLASS3.1,0.306,0.128,1663.451000000001,SN Ia,0.06,upper_limit,2.8257818979150685e+28,0.0,4.557400000000002
ZTF18abltdfj,58333.539,ZTF18abltdfj_VLASS1.2v2,58607.0,VLASS1.2v,0.383,0.133,273.4609999999957,SN Ia-91bg,0.03038,upper_limit,8.690422521269424e+27,8.17224393657922e+27,0.7492082191780703
ZTF18abltdfj,58333.539,ZTF18abltdfj_VLASS2.2,59532.0,VLASS2.2,0.294,0.112,1198.4609999999957,SN Ia-91bg,0.03038,upper_limit,6.670977078990106e+27,0.0,3.2834547945205363
ZTF18abltdkd,58336.539,ZTF18abltdkd_VLASS2.2,59506.0,VLASS2.2,0.345,0.134,1169.4609999999957,SN Ia,0.02,upper_limit,3.341089647440384e+27,0.0,3.2040027397260156
ZTF18ablwgop,58333.789,ZTF18ablwgop_VLASS1.2v2,58622.0,VLASS1.2v,0.305,0.125,288.2109999999957,SN Ia-91T,0.085,upper_limit,5.850804387320209e+28,8.116265779099897e+27,0.78961917808218
ZTF18ablwgop,58333.789,ZTF18ablwgop_VLASS2.2,59511.0,VLASS2.2,0.382,0.122,1177.2109999999957,SN Ia-91T,0.085,upper_limit,7.327892708053508e+28,0.0,3.2252356164383444
ZTF18ablwtkf,58338.719,ZTF18ablwtkf_VLASS2.1,59072.0,VLASS2.1,0.378,0.147,733.2810000000027,SN Ia,0.053,upper_limit,2.696934228004463e+28,5.560317041053231e+27,2.008989041095898
ZTF18ablwtkf,58338.719,ZTF18ablwtkf_VLASS3.1,59999.0,VLASS3.1,0.257,0.106,1660.281000000003,SN Ia,0.053,upper_limit,1.8336298851776376e+28,0.0,4.548715068493158
ZTF18abmjvpb,58350.629,ZTF18abmjvpb_VLASS1.2v2,58585.0,VLASS1.2v,0.364,0.108,234.3709999999992,SN Ia,0.06607,upper_limit,4.110623721897491e+28,8.192922284157758e+27,0.6421123287671211
ZTF18abmjvpb,58350.629,ZTF18abmjvpb_VLASS2.2,59497.0,VLASS2.2,0.266,0.117,1146.3709999999992,SN Ia,0.06607,upper_limit,3.0039173352327825e+28,0.0,3.1407424657534224
ZTF18abmjvuf,58343.539,ZTF18abmjvuf_VLASS2.1,59131.0,VLASS2.1,0.249,0.12,787.4609999999957,SN Ia,0.075,upper_limit,3.668422387318321e+28,5.324969727904875e+27,2.1574273972602622
ZTF18abmjvuf,58343.539,ZTF18abmjvuf_VLASS3.1,59966.0,VLASS3.1,0.23,0.103,1622.4609999999957,SN Ia,0.075,upper_limit,3.388502606759895e+28,0.0,4.445098630136974
ZTF18abmjyvo,58349.599,ZTF18abmjyvo_VLASS2.1,59072.0,VLASS2.1,0.392,0.149,722.400999999998,SN Ia,0.05584,upper_limit,3.117084958327711e+28,5.609005450929204e+27,1.9791808219178029
ZTF18abmjyvo,58349.599,ZTF18abmjyvo_VLASS3.1,59999.0,VLASS3.1,0.335,0.118,1649.400999999998,SN Ia,0.05584,upper_limit,2.663835359795365e+28,0.0,4.518906849315063
ZTF18abmkaps,58346.609,ZTF18abmkaps_VLASS1.2v2,58646.0,VLASS1.2v,0.289,0.117,299.390999999996,SN Ia-91T,0.074,upper_limit,4.139253150114746e+28,8.064923466077606e+27,0.8202493150684822
ZTF18abmkaps,58346.609,ZTF18abmkaps_VLASS2.2,59493.0,VLASS2.2,0.335,0.13,1146.390999999996,SN Ia-91T,0.074,upper_limit,4.798096212070727e+28,0.0,3.1407972602739616
ZTF18abmmdif,58342.729,ZTF18abmmdif_VLASS2.1,59080.0,VLASS2.1,0.267,0.117,737.2710000000006,SN Ia,0.075,upper_limit,3.933609547847357e+28,5.542418454480746e+27,2.0199205479452074
ZTF18abmmdif,58342.729,ZTF18abmmdif_VLASS3.1,59983.0,VLASS3.1,0.339,0.136,1640.2710000000006,SN Ia,0.075,upper_limit,4.994358189963498e+28,0.0,4.493893150684933
ZTF18abmmkaz,58342.589,ZTF18abmmkaz_VLASS1.2v2,58655.0,VLASS1.2v,0.405,0.145,312.41100000000006,SN Ia,0.065,upper_limit,4.4201050291432055e+28,7.994702637332353e+27,0.8559205479452057
ZTF18abmmkaz,58342.589,ZTF18abmmkaz_VLASS2.2,59558.0,VLASS2.2,0.248,0.113,1215.411,SN Ia,0.065,upper_limit,2.7066322153765797e+28,0.0,3.329893150684932
ZTF18abmnrgb,58352.629,ZTF18abmnrgb_VLASS1.2v2,58655.0,VLASS1.2v,0.346,0.11,302.3709999999992,SN Ia,0.042,upper_limit,1.5260689266944787e+28,8.050390249743005e+27,0.8284136986301347
ZTF18abmnrgb,58352.629,ZTF18abmnrgb_VLASS2.2,59551.0,VLASS2.2,0.319,0.13,1198.3709999999992,SN Ia,0.042,upper_limit,1.4069826231662968e+28,0.0,3.28320821917808
ZTF18abmogag,58336.749,ZTF18abmogag_VLASS1.2v2,58608.0,VLASS1.2v,1.281,0.164,271.25099999999657,SN Ia,0.0823,detection,2.295284758990953e+29,8.179736216294531e+27,0.7431534246575249
ZTF18abmogag,58336.749,ZTF18abmogag_VLASS2.2,59501.0,VLASS2.2,1.579,0.178,1164.2509999999966,SN Ia,0.0823,detection,2.8292385905126582e+29,0.0,3.1897287671232784
ZTF18abmoung,58343.659,ZTF18abmoung_VLASS2.1,59080.0,VLASS2.1,0.382,0.129,736.3410000000003,SN Ia,0.06589,upper_limit,4.289348717951596e+28,5.546576483975941e+27,2.017372602739727
ZTF18abmoung,58343.659,ZTF18abmoung_VLASS3.1,59983.0,VLASS3.1,0.317,0.108,1639.3410000000003,SN Ia,0.06589,upper_limit,3.5594857162059065e+28,0.0,4.491345205479453
ZTF18abmrhom,58341.789,ZTF18abmrhom_VLASS1.2v2,58595.0,VLASS1.2v,0.304,0.105,253.2109999999957,SN Ia,0.09,upper_limit,6.582106334610779e+28,8.212535383333823e+27,0.6937287671232759
ZTF18abmrhom,58341.789,ZTF18abmrhom_VLASS2.2,59543.0,VLASS2.2,0.574,0.18,1201.2109999999957,SN Ia,0.09,upper_limit,1.2428056039692718e+29,0.0,3.2909890410958784
ZTF18abmwnov,58354.699,ZTF18abmwnov_VLASS1.2v2,58639.0,VLASS1.2v,0.433,0.137,284.3009999999995,SN Ia,0.04777,upper_limit,2.4911094437848556e+28,8.132775094089029e+27,0.778906849315067
ZTF18abmwnov,58354.699,ZTF18abmwnov_VLASS2.2,59523.0,VLASS2.2,0.238,0.097,1168.3009999999997,SN Ia,0.04777,upper_limit,1.369247223142715e+28,0.0,3.2008246575342456
ZTF18abmxahs,58352.589,ZTF18abmxahs_VLASS3.1,59965.0,VLASS3.1,0.251,0.105,1612.411,SN Ia,0.0148,upper_limit,1.3207855758179693e+27,0.0,4.417564383561644
ZTF18abmxdhb,58349.519,ZTF18abmxdhb_VLASS2.1,59067.0,VLASS2.1,0.367,0.147,717.4809999999998,SN Ia,0.07,upper_limit,4.677644118741132e+28,5.632269200296201e+27,1.965701369863013
ZTF18abmxdhb,58349.519,ZTF18abmxdhb_VLASS3.1,60002.0,VLASS3.1,0.359,0.132,1652.4809999999998,SN Ia,0.07,upper_limit,4.575679124327157e+28,0.0,4.527345205479452
ZTF18abmxfrc,58349.589,ZTF18abmxfrc_VLASS2.1,59098.0,VLASS2.1,0.362,0.112,748.4110000000001,SN Ia,0.06,upper_limit,3.342918454396258e+28,5.492985266004693e+27,2.050441095890411
ZTF18abmxfrc,58349.589,ZTF18abmxfrc_VLASS3.1,59987.0,VLASS3.1,0.287,0.112,1637.411,SN Ia,0.06,upper_limit,2.6503248519660935e+28,0.0,4.486057534246576
ZTF18abmxmsv,58342.659,ZTF18abmxmsv_VLASS1.2v2,58625.0,VLASS1.2v,0.289,0.15,282.34100000000035,SN Ia,0.1,upper_limit,7.828856303268941e+28,8.140421595516279e+27,0.7735369863013708
ZTF18abmxmsv,58342.659,ZTF18abmxmsv_VLASS2.2,59528.0,VLASS2.2,0.294,0.115,1185.3410000000003,SN Ia,0.1,upper_limit,7.964303644155948e+28,0.0,3.2475095890410968
ZTF18abncdhd,58336.719,ZTF18abncdhd_VLASS1.2v2,58628.0,VLASS1.2v,0.277,0.133,291.2810000000027,SN Ia,0.06,upper_limit,2.5579790383087386e+28,8.102268625768225e+27,0.7980301369863088
ZTF18abncdhd,58336.719,ZTF18abncdhd_VLASS2.2,59499.0,VLASS2.2,0.316,0.124,1162.281000000003,SN Ia,0.06,upper_limit,2.9181277115724234e+28,0.0,3.184331506849323
ZTF18abncimo,58351.769,ZTF18abncimo_VLASS1.2v2,58625.0,VLASS1.2v,3.293,0.355,273.23099999999977,SN Ia,0.05684,detection,2.716966717099974e+29,8.173020528812042e+27,0.7485780821917802
ZTF18abncimo,58351.769,ZTF18abncimo_VLASS2.2,59570.0,VLASS2.2,3.111,0.259,1218.2309999999998,SN Ia,0.05684,detection,2.5668033576975466e+29,0.0,3.3376191780821913
ZTF18abnonwz,58338.539,ZTF18abnonwz_VLASS2.1,59112.0,VLASS2.1,0.291,0.137,773.4609999999957,SN Ia,0.07,upper_limit,3.7089766718083636e+28,5.387663034958794e+27,2.1190712328767005
ZTF18abnonwz,58338.539,ZTF18abnonwz_VLASS3.1,60001.0,VLASS3.1,0.259,0.13,1662.4609999999957,SN Ia,0.07,upper_limit,3.3011166941524614e+28,0.0,4.554687671232865
ZTF18abntsgz,58350.679,ZTF18abntsgz_VLASS1.2v2,58603.0,VLASS1.2v,0.419,0.141,252.32099999999627,SN Ia,0.05,upper_limit,2.649291395549767e+28,8.213457393573713e+27,0.6912904109588939
ZTF18abntsgz,58350.679,ZTF18abntsgz_VLASS2.2,59520.0,VLASS2.2,0.342,0.149,1169.3209999999965,SN Ia,0.05,upper_limit,2.1624287763198573e+28,0.0,3.203619178082182
ZTF18abnxhmc,58353.649,ZTF18abnxhmc_VLASS2.1,59091.0,VLASS2.1,0.402,0.137,737.3510000000024,SN Ia,0.076,upper_limit,6.089849958796242e+28,5.542061165080872e+27,2.020139726027404
ZTF18abnxhmc,58353.649,ZTF18abnxhmc_VLASS3.1,59992.0,VLASS3.1,0.319,0.119,1638.3510000000024,SN Ia,0.076,upper_limit,4.832492877751246e+28,0.0,4.488632876712336
ZTF18abnygkb,58350.749,ZTF18abnygkb_VLASS2.1,59091.0,VLASS2.1,0.489,0.173,740.2509999999966,SN Ia,0.07,upper_limit,6.232610283554261e+28,5.529151005629945e+27,2.02808493150684
ZTF18abnygkb,58350.749,ZTF18abnygkb_VLASS3.1,59992.0,VLASS3.1,0.506,0.126,1641.2509999999966,SN Ia,0.07,detection,6.449285896683959e+28,0.0,4.496578082191771
ZTF18abnzocn,58354.759,ZTF18abnzocn_VLASS2.2,59512.0,VLASS2.2,0.311,0.132,1157.2410000000018,SN Ia,0.031,upper_limit,7.354358372132419e+27,0.0,3.1705232876712377
ZTF18abobkii,58349.599,ZTF18abobkii_VLASS1.2v2,58607.0,VLASS1.2v,0.282,0.113,257.400999999998,SN Ia,0.0597,upper_limit,2.5770901475179958e+28,8.207636401623477e+27,0.7052082191780767
ZTF18abobkii,58349.599,ZTF18abobkii_VLASS2.2,59532.0,VLASS2.2,0.225,0.102,1182.400999999998,SN Ia,0.0597,upper_limit,2.0561889474877628e+28,0.0,3.2394547945205425
ZTF18aboebsg,58353.779,ZTF18aboebsg_VLASS2.1,59150.0,VLASS2.1,0.709,0.257,796.2209999999977,SN Ia,0.1,upper_limit,1.920643293777744e+29,5.284569544656206e+27,2.1814273972602676
ZTF18aboebsg,58353.779,ZTF18aboebsg_VLASS3.1,60104.0,VLASS3.1,0.39,0.157,1750.2209999999975,SN Ia,0.1,upper_limit,1.0564892589186463e+29,0.0,4.795126027397253
ZTF18abokpvh,58354.599,ZTF18abokpvh_VLASS2.1,59102.0,VLASS2.1,0.396,0.142,747.400999999998,SN Ia,0.08,upper_limit,6.6834931105025645e+28,5.497714658369725e+27,2.0476739726027344
ZTF18abokpvh,58354.599,ZTF18abokpvh_VLASS3.1,60009.0,VLASS3.1,0.331,0.103,1654.400999999998,SN Ia,0.08,upper_limit,5.586455099940275e+28,0.0,4.532605479452049
ZTF18abolvoh,58341.779,ZTF18abolvoh_VLASS2.1,59073.0,VLASS2.1,0.56,0.177,731.2209999999977,SN Ia,0.049,upper_limit,3.395760395327319e+28,5.569371098866624e+27,2.003345205479446
ZTF18abolvoh,58341.779,ZTF18abolvoh_VLASS3.1,60010.0,VLASS3.1,0.35,0.13,1668.2209999999975,SN Ia,0.049,upper_limit,2.122350247079574e+28,0.0,4.5704684931506785
ZTF18abomklq,58350.779,ZTF18abomklq_VLASS2.1,59071.0,VLASS2.1,0.645,0.182,720.2209999999977,SN Ia-91T,0.03885,upper_limit,2.4230689147976804e+28,5.619281951194105e+27,1.973208219178076
ZTF18abomklq,58350.779,ZTF18abomklq_VLASS3.1,60008.0,VLASS3.1,0.616,0.177,1657.2209999999975,SN Ia-91T,0.03885,upper_limit,2.314124731031583e+28,0.0,4.540331506849308
ZTF18aboqykf,58354.699,ZTF18aboqykf_VLASS2.1,59084.0,VLASS2.1,0.459,0.156,729.3009999999995,SN Ia,0.085,upper_limit,8.804981028786808e+28,5.577783348350266e+27,1.9980849315068479
ZTF18aboqykf,58354.699,ZTF18aboqykf_VLASS3.1,60015.0,VLASS3.1,0.293,0.125,1660.3009999999997,SN Ia,0.085,upper_limit,5.620608804868266e+28,0.0,4.548769863013698
ZTF18abosrco,58342.799,ZTF18abosrco_VLASS2.2,59527.0,VLASS2.2,0.282,0.145,1184.201000000001,SN Ia,0.02382,upper_limit,3.895862669772216e+27,0.0,3.2443863013698655
ZTF18abotcjv,58355.789,ZTF18abotcjv_VLASS2.1,59078.0,VLASS2.1,0.433,0.217,722.2109999999957,SN Ia,0.062,upper_limit,4.2815704265809255e+28,5.609899127565062e+27,1.978660273972591
ZTF18abotcjv,58355.789,ZTF18abotcjv_VLASS3.1,60015.0,VLASS3.1,0.391,0.154,1659.2109999999957,SN Ia,0.062,upper_limit,3.8662679833559865e+28,0.0,4.545783561643824
ZTF18abotdef,58355.799,ZTF18abotdef_VLASS2.1,59118.0,VLASS2.1,0.441,0.167,762.2010000000009,SN Ia,0.062,upper_limit,4.360675653861867e+28,5.393487093083509e+27,2.0882219178082218
ZTF18abotdef,58355.799,ZTF18abotdef_VLASS3.1,60010.0,VLASS3.1,0.365,0.144,1654.201000000001,SN Ia,0.062,upper_limit,3.609175994692928e+28,0.0,4.532057534246578
ZTF18aboztku,58353.609,ZTF18aboztku_VLASS1.2v2,58560.0,VLASS1.2v,0.32,0.116,206.390999999996,SN Ia,0.0802,upper_limit,5.42932012990967e+28,7.990970284316092e+27,0.565454794520537
ZTF18aboztku,58353.609,ZTF18aboztku_VLASS2.2,59519.0,VLASS2.2,0.348,0.151,1165.390999999996,SN Ia,0.0802,upper_limit,5.904385641276764e+28,0.0,3.1928520547945096
ZTF18abpamut,58358.599,ZTF18abpamut_VLASS2.1,59062.0,VLASS2.1,0.318,0.147,703.400999999998,SN Ia,0.074,upper_limit,4.554610732652213e+28,5.698651062756392e+27,1.9271260273972548
ZTF18abpamut,58358.599,ZTF18abpamut_VLASS3.1,59979.0,VLASS3.1,0.221,0.11,1620.400999999998,SN Ia,0.074,upper_limit,3.165311232440689e+28,0.0,4.439454794520542
ZTF18abpaywm,58360.649,ZTF18abpaywm_VLASS2.1,59072.0,VLASS2.1,0.541,0.162,711.3510000000024,SN Ia,0.045,upper_limit,2.7510259428918084e+28,5.661610973218398e+27,1.948906849315075
ZTF18abpaywm,58360.649,ZTF18abpaywm_VLASS3.1,59999.0,VLASS3.1,0.367,0.136,1638.3510000000024,SN Ia,0.045,upper_limit,1.8662227745680103e+28,0.0,4.488632876712336
ZTF18abpmmpo,58355.599,ZTF18abpmmpo_VLASS1.2v2,58607.0,VLASS1.2v,0.247,0.125,251.400999999998,SN Ia,0.075,upper_limit,3.638957147259539e+28,8.214414016971419e+27,0.6887698630136931
ZTF18abpmmpo,58355.599,ZTF18abpmmpo_VLASS2.2,59532.0,VLASS2.2,0.442,0.182,1176.400999999998,SN Ia,0.075,upper_limit,6.511818052990756e+28,0.0,3.223016438356159
ZTF18abpttky,58354.579,ZTF18abpttky_VLASS2.1,59104.0,VLASS2.1,0.257,0.128,749.4210000000021,SN Ia,0.084,upper_limit,4.808187244999085e+28,5.487788743094988e+27,2.053208219178088
ZTF18abpttky,58354.579,ZTF18abpttky_VLASS3.1,60012.0,VLASS3.1,0.352,0.132,1657.421000000002,SN Ia,0.084,upper_limit,6.585532724668007e+28,0.0,4.5408794520548
ZTF18abqdadp,58359.609,ZTF18abqdadp_VLASS1.2v2,58588.0,VLASS1.2v,0.234,0.119,228.390999999996,SN Ia,0.03955,upper_limit,9.119533450995292e+27,8.169685013605111e+27,0.6257287671232767
ZTF18abqdadp,58359.609,ZTF18abqdadp_VLASS2.2,59490.0,VLASS2.2,0.553,0.127,1130.390999999996,SN Ia,0.03955,detection,2.1551717941882035e+28,0.0,3.0969616438356056
ZTF18abqjurg,58356.589,ZTF18abqjurg_VLASS2.1,59111.0,VLASS2.1,0.412,0.156,754.4110000000001,SN Ia,0.0793,upper_limit,6.825858814616443e+28,5.462288705914029e+27,2.0668794520547946
ZTF18abqjurg,58356.589,ZTF18abqjurg_VLASS3.1,60001.0,VLASS3.1,0.313,0.118,1644.411,SN Ia,0.0793,upper_limit,5.1856645848906475e+28,0.0,4.505235616438356
ZTF18abqjvyl,58357.599,ZTF18abqjvyl_VLASS1.2v2,58570.0,VLASS1.2v,0.416,0.171,212.400999999998,SN Ia,0.0877,upper_limit,8.52617722780554e+28,8.057845987018518e+27,0.5819205479452
ZTF18abqjvyl,58357.599,ZTF18abqjvyl_VLASS2.2,59540.0,VLASS2.2,0.214,0.106,1182.400999999998,SN Ia,0.0877,upper_limit,4.386062323919196e+28,0.0,3.2394547945205425
ZTF18abqlpgq,58354.649,ZTF18abqlpgq_VLASS1.2v2,58623.0,VLASS1.2v,0.365,0.137,268.3510000000024,SN Ia,0.09526,upper_limit,8.916171106787603e+28,8.186917244894723e+27,0.7352082191780888
ZTF18abqlpgq,58354.649,ZTF18abqlpgq_VLASS2.2,59524.0,VLASS2.2,0.32,0.093,1169.3510000000024,SN Ia,0.09526,upper_limit,7.8169171347179e+28,0.0,3.2037013698630203
ZTF18abquxjv,58348.769,ZTF18abquxjv_VLASS1.2v2,58655.0,VLASS1.2v,0.371,0.154,306.23099999999977,SN Ia,0.074,upper_limit,5.3137125214275815e+28,8.0290351943605e+27,0.8389890410958898
ZTF18abquxjv,58348.769,ZTF18abquxjv_VLASS2.2,59609.0,VLASS2.2,0.363,0.154,1260.2309999999998,SN Ia,0.074,upper_limit,5.199131119348281e+28,0.0,3.452687671232876
ZTF18abquyqj,58348.769,ZTF18abquyqj_VLASS3.1,59975.0,VLASS3.1,0.273,0.132,1626.2309999999998,SN Ia,0.019,upper_limit,2.382495503399494e+27,0.0,4.455427397260273
ZTF18abqxaqe,59840.719,ZTF18abqxaqe_VLASS3.1,59966.0,VLASS3.1,0.409,0.131,125.28100000000268,SN Ia,0.096,upper_limit,1.0156838057566916e+29,4.58708429867704e+27,0.3432356164383635
ZTF18abqyaix,59071.839,ZTF18abqyaix_VLASS2.1,59096.0,VLASS2.1,0.242,0.132,24.161000000000055,SN Ia,0.0582,upper_limit,2.097382399415151e+28,0.0,0.06619452054794535
ZTF18abqyaix,59071.839,ZTF18abqyaix_VLASS3.1,59970.0,VLASS3.1,0.353,0.163,898.1610000000001,SN Ia,0.0582,upper_limit,3.0594049049320176e+28,4.880288204020662e+27,2.4607150684931507
ZTF18abrbywo,59238.509,ZTF18abrbywo_VLASS3.1,60022.0,VLASS3.1,0.32,0.117,783.4910000000018,SN Ia,0.0435,upper_limit,1.5172790238966567e+28,5.342229662389615e+27,2.146550684931512
ZTF18abrcvbu,59833.799,ZTF18abrcvbu_VLASS3.1,59966.0,VLASS3.1,0.272,0.119,132.20100000000093,SN Ia,0.098,upper_limit,7.057799585081604e+28,5.112621119622463e+27,0.36219452054794776
ZTF18abrebsb,59434.849,ZTF18abrebsb_VLASS3.1,60010.0,VLASS3.1,0.471,0.135,575.150999999998,SN Ia,0.05,upper_limit,2.978081735808926e+28,6.35700913705134e+27,1.5757561643835563
ZTF18abrfccm,59155.569,ZTF18abrfccm_VLASS3.1,59970.0,VLASS3.1,0.578,0.175,814.4309999999969,SN Ia,0.1,upper_limit,1.5657712606537883e+29,5.21074222190806e+27,2.2313178082191696
ZTF18abrqedj,58364.899,ZTF18abrqedj_VLASS1.2v2,58592.0,VLASS1.2v,0.374,0.136,227.1010000000024,SN Ia,0.03674,upper_limit,1.2526955661536524e+28,8.164187795595219e+27,0.6221945205479518
ZTF18abrqedj,58364.899,ZTF18abrqedj_VLASS2.2,59553.0,VLASS2.2,0.24,0.127,1188.1010000000024,SN Ia,0.03674,upper_limit,8.038688125050175e+27,0.0,3.255071232876719
ZTF18abryqnn,58356.779,ZTF18abryqnn_VLASS2.1,59046.0,VLASS2.1,0.569,0.168,689.2209999999977,SN Ia,0.063,upper_limit,5.817446640748972e+28,5.766893100139468e+27,1.888276712328761
ZTF18abryqnn,58356.779,ZTF18abryqnn_VLASS3.1,59980.0,VLASS3.1,0.391,0.172,1623.2209999999975,SN Ia,0.063,upper_limit,3.997577568599031e+28,0.0,4.447180821917802
ZTF18abrytwr,58353.789,ZTF18abrytwr_VLASS1.2v2,58652.0,VLASS1.2v,1.501,0.178,298.2109999999957,SN Ia,0.06,detection,1.3861106629969014e+29,8.070366032972773e+27,0.8170164383561526
ZTF18abrytwr,58353.789,ZTF18abrytwr_VLASS2.2,59499.0,VLASS2.2,1.26,0.149,1145.2109999999957,SN Ia,0.06,detection,1.1635572520826753e+29,0.0,3.137564383561632
ZTF18abrzbyt,58350.889,ZTF18abrzbyt_VLASS2.2,59563.0,VLASS2.2,0.354,0.152,1212.1109999999971,SN Ia,0.02766,upper_limit,6.631923437755586e+27,0.0,3.320852054794513
ZTF18abrzcgl,58350.889,ZTF18abrzcgl_VLASS1.2v2,58571.0,VLASS1.2v,0.212,0.13,220.11099999999715,SN Ia,0.043,upper_limit,9.815161854845269e+27,8.122605347121208e+27,0.6030438356164305
ZTF18abrzcgl,58350.889,ZTF18abrzcgl_VLASS2.2,59539.0,VLASS2.2,0.311,0.118,1188.1109999999971,SN Ia,0.043,upper_limit,1.4398657249324899e+28,0.0,3.2550986301369784
ZTF18abrzeym,58363.529,ZTF18abrzeym_VLASS2.1,59045.0,VLASS2.1,0.409,0.154,681.4709999999977,SN Ia,0.056,upper_limit,3.2716678521913103e+28,5.803716753364731e+27,1.867043835616432
ZTF18abrzeym,58363.529,ZTF18abrzeym_VLASS3.1,60058.0,VLASS3.1,0.396,0.128,1694.4709999999975,SN Ia,0.056,upper_limit,3.1676784094566237e+28,0.0,4.642386301369856
ZTF18absdbvf,58353.539,ZTF18absdbvf_VLASS2.1,59107.0,VLASS2.1,0.329,0.152,753.4609999999957,SN Ia,0.1,upper_limit,8.91243503036499e+28,5.467121268252688e+27,2.0642767123287555
ZTF18absdbvf,58353.539,ZTF18absdbvf_VLASS3.1,60026.0,VLASS3.1,0.422,0.132,1672.4609999999957,SN Ia,0.1,upper_limit,1.1431755570863298e+29,0.0,4.582084931506838
ZTF18absdgon,58369.599,ZTF18absdgon_VLASS1.2v2,58609.0,VLASS1.2v,0.232,0.102,239.400999999998,SN Ia,0.085,upper_limit,4.450447927404226e+28,8.204983014041102e+27,0.655893150684926
ZTF18absdgon,58369.599,ZTF18absdgon_VLASS2.2,59540.0,VLASS2.2,0.331,0.126,1170.400999999998,SN Ia,0.085,upper_limit,6.349561482632753e+28,0.0,3.2065780821917755
ZTF18absdxpk,58368.529,ZTF18absdxpk_VLASS2.1,59109.0,VLASS2.1,0.336,0.163,740.4709999999977,SN Ia,0.08,upper_limit,5.670842639214297e+28,5.528175282385282e+27,2.0286876712328703
ZTF18absdxpk,58368.529,ZTF18absdxpk_VLASS3.1,59962.0,VLASS3.1,0.342,0.101,1593.4709999999975,SN Ia,0.08,upper_limit,5.772107686343124e+28,0.0,4.365673972602733
ZTF18absgnio,58352.639,ZTF18absgnio_VLASS2.1,59090.0,VLASS2.1,0.275,0.148,737.3609999999971,SN Ia,0.06,upper_limit,2.5395098755772677e+28,5.542016508250989e+27,2.0201671232876635
ZTF18absgnio,58352.639,ZTF18absgnio_VLASS3.1,59992.0,VLASS3.1,0.205,0.094,1639.3609999999971,SN Ia,0.06,upper_limit,1.8930891799757812e+28,0.0,4.4913999999999925
ZTF18abshmro,58352.819,ZTF18abshmro_VLASS1.2v2,58655.0,VLASS1.2v,0.573,0.165,302.18099999999686,SN Ia,0.0543,upper_limit,4.2991315410846435e+28,8.05144990876898e+27,0.8278931506849229
ZTF18abshmro,58352.819,ZTF18abshmro_VLASS2.2,59609.0,VLASS2.2,0.364,0.143,1256.1809999999969,SN Ia,0.0543,upper_limit,2.7310364414569123e+28,0.0,3.441591780821909
ZTF18abshtdj,58361.759,ZTF18abshtdj_VLASS2.1,59068.0,VLASS2.1,0.637,0.203,706.2410000000018,SN Ia,0.06255,upper_limit,6.415935080304434e+28,5.685451040679318e+27,1.9349068493150734
