SN1986J_VLASS3.2.png has a peak flux of 1.272 and a RMS of 0.225
SN1986J_VLASS3.2.png observed on 60455.0
SN1986J_VLASS2.2.png has a peak flux of 1.142 and a RMS of 0.197
SN1986J_VLASS2.2.png observed on 59511.0
SN1986J_VLASS1.2v2.png has a peak flux of 1.194 and a RMS of 0.201
SN1986J_VLASS1.2v2.png observed on 58587.0
SN2017hcb_VLASS2.2.png has a peak flux of 0.649 and a RMS of 0.157
SN2017hcb_VLASS2.2.png observed on 59515.0
SN2017hcb_VLASS1.2v2.png has a peak flux of 0.906 and a RMS of 0.205
SN2017hcb_VLASS1.2v2.png observed on 58568.0
SN2017hcb_VLASS3.2.png has a peak flux of 0.621 and a RMS of 0.219
SDSS-II SN12882_VLASS2.1.png has a peak flux of 1.301 and a RMS of 0.201
SDSS-II SN12882_VLASS2.1.png observed on 59077.0
SDSS-II SN12882_VLASS3.1.png has a peak flux of 1.096 and a RMS of 0.173
SDSS-II SN12882_VLASS3.1.png observed on 60000.0
SDSS-II SN12882_VLASS1.1v2.png has a peak flux of 1.406 and a RMS of 0.252
SDSS-II SN12882_VLASS1.1v2.png observed on 58102.0
SN2003bg_VLASS3.2.png has a peak flux of 2.678 and a RMS of 0.218
SN2012at_VLASS1.1v2.png has a peak flux of 1.597 and a RMS of 0.185
SN2012at_VLASS1.1v2.png observed on 58152.0
SN2012at_VLASS3.1.png has a peak flux of 1.158 and a RMS of 0.212
SN2012at_VLASS3.1.png observed on 60106.0
SN2012at_VLASS2.1.png has a peak flux of 1.507 and a RMS of 0.203
SN2012at_VLASS2.1.png observed on 59155.0
SN2012ap_VLASS2.1.png has a peak flux of 3.851 and a RMS of 0.409
SN2012ap_VLASS2.1.png observed on 59077.0
SN2012ap_VLASS1.1v2.png has a peak flux of 3.613 and a RMS of 0.288
SN2012ap_VLASS1.1v2.png observed on 58102.0
SN2012ap_VLASS3.1.png has a peak flux of 3.64 and a RMS of 0.371
SN2012ap_VLASS3.1.png observed on 60000.0
SN2005ha_VLASS1.1v2.png has a peak flux of 1.934 and a RMS of 0.204
SN2005ha_VLASS1.1v2.png observed on 58123.0
SN2005ha_VLASS2.1.png has a peak flux of 1.687 and a RMS of 0.217
SN2005ha_VLASS2.1.png observed on 59047.0
SN2005ha_VLASS3.1.png has a peak flux of 1.394 and a RMS of 0.174
SN2005ha_VLASS3.1.png observed on 59982.0
SN2002hi_VLASS1.2v2.png has a peak flux of 1.871 and a RMS of 0.237
SN2002hi_VLASS1.2v2.png observed on 58571.0
SN2002hi_VLASS2.2.png has a peak flux of 1.881 and a RMS of 0.165
SN2002hi_VLASS2.2.png observed on 59539.0
SN2002hi_VLASS3.2.png has a peak flux of 1.324 and a RMS of 0.167
SN2002hi_VLASS3.2.png observed on 60430.0
SN2017iuk_VLASS3.1.png has a peak flux of 0.297 and a RMS of 0.121
SN2017iuk_VLASS3.1.png observed on 60031.0
SN2017iuk_VLASS2.1.png has a peak flux of 0.382 and a RMS of 0.133
SN2017iuk_VLASS2.1.png observed on 59132.0
SN2017iuk_VLASS1.1v2.png has a peak flux of 0.38 and a RMS of 0.153
SN2017iuk_VLASS1.1v2.png observed on 58150.0
SN2004C_VLASS3.1.png has a peak flux of 3.764 and a RMS of 0.305
SN2004C_VLASS3.1.png observed on 59984.0
SN2004C_VLASS1.1v2.png has a peak flux of 2.901 and a RMS of 0.331
SN2004C_VLASS1.1v2.png observed on 58019.0
SN2004C_VLASS2.1.png has a peak flux of 4.175 and a RMS of 0.386
SN2004C_VLASS2.1.png observed on 59063.0
SN1965G_VLASS2.1.png has a peak flux of 7.473 and a RMS of 0.518
SN1965G_VLASS2.1.png observed on 59098.0
SN1965G_VLASS1.1v2.png has a peak flux of 7.739 and a RMS of 0.429
SN1965G_VLASS1.1v2.png observed on 58081.0
SN1965G_VLASS3.1.png has a peak flux of 8.04 and a RMS of 0.44
SN1965G_VLASS3.1.png observed on 59987.0
SN2012cc_VLASS1.2v2.png has a peak flux of 2.138 and a RMS of 0.224
SN2012cc_VLASS1.2v2.png observed on 58590.0
SN2012cc_VLASS3.2.png has a peak flux of 2.654 and a RMS of 0.238
SN2012cc_VLASS3.2.png observed on 60471.0
SN2012cc_VLASS2.2.png has a peak flux of 3.559 and a RMS of 0.288
SN2012cc_VLASS2.2.png observed on 59488.0
SN2012au_VLASS3.2.png has a peak flux of 4.488 and a RMS of 0.408
PTF11qcj_VLASS3.2.png has a peak flux of 1.618 and a RMS of 0.181
PTF11qcj_VLASS3.2.png observed on 60490.0
PTF11qcj_VLASS1.2v2.png has a peak flux of 6.35 and a RMS of 0.532
PTF11qcj_VLASS1.2v2.png observed on 58561.0
PTF11qcj_VLASS2.2.png has a peak flux of 3.18 and a RMS of 0.309
PTF11qcj_VLASS2.2.png observed on 59540.0
SN2009fi_VLASS2.2.png has a peak flux of 1.708 and a RMS of 0.187
SN2009fi_VLASS2.2.png observed on 59491.0
SN2009fi_VLASS1.2v2.png has a peak flux of 2.064 and a RMS of 0.201
SN2009fi_VLASS1.2v2.png observed on 58611.0
SN2009fi_VLASS3.2.png has a peak flux of 1.575 and a RMS of 0.243
SN2009fi_VLASS3.2.png observed on 60488.0
SN2004dk_VLASS2.2.png has a peak flux of 6.994 and a RMS of 0.542
SN2004dk_VLASS2.2.png observed on 59511.0
SN2004dk_VLASS1.2v2.png has a peak flux of 5.88 and a RMS of 0.626
SN2004dk_VLASS1.2v2.png observed on 58624.0
SN2004dk_VLASS3.2.png has a peak flux of 6.939 and a RMS of 0.554
SN2004dk_VLASS3.2.png observed on 60475.0
SN2016coi_VLASS3.2.png has a peak flux of 0.74 and a RMS of 0.116
SN2014C_VLASS2.2.png has a peak flux of 19.735 and a RMS of 1.295
SN2014C_VLASS2.2.png observed on 59550.0
SN2014C_VLASS1.2v2.png has a peak flux of 23.271 and a RMS of 0.984
SN2014C_VLASS1.2v2.png observed on 58642.0
SN2014C_VLASS3.2.png has a peak flux of 10.062 and a RMS of 0.653
