name,visual_obs_date,name_epoch,vlass_obs_date,epoch,days_diff,type
ZTF17aaapufz,59716.629,ZTF17aaapufz_VLASS2.1,59098.0,VLASS2.1,-618.6290000000008,LBV
ZTF17aaapufz,59716.629,ZTF17aaapufz_VLASS3.1,59987.0,VLASS3.1,270.3709999999992,LBV
ZTF17aaazdba,58551.609,ZTF17aaazdba_VLASS1.2v2,58587.0,VLASS1.2v,35.390999999995984,TDE
ZTF17aaazdba,58551.609,ZTF17aaazdba_VLASS2.2,59561.0,VLASS2.2,1009.390999999996,TDE
ZTF17aabtvsy,59860.869,ZTF17aabtvsy_VLASS1.2v2,58606.0,VLASS1.2v,-1254.8689999999988,SN Ia
ZTF17aabtvsy,59860.869,ZTF17aabtvsy_VLASS2.2,59529.0,VLASS2.2,-331.8689999999988,SN Ia
ZTF17aacldgo,59887.629,ZTF17aacldgo_VLASS1.1v2,58085.0,VLASS1.1v,-1802.6290000000008,SN Ia
ZTF17aacldgo,59887.629,ZTF17aacldgo_VLASS2.1,59105.0,VLASS2.1,-782.6290000000008,SN Ia
ZTF17aacldgo,59887.629,ZTF17aacldgo_VLASS3.1,60076.0,VLASS3.1,188.3709999999992,SN Ia
ZTF17aacpbmv,60251.709,ZTF17aacpbmv_VLASS1.1v2,58102.0,VLASS1.1v,-2149.7090000000026,SN Ic
ZTF17aacpbmv,60251.709,ZTF17aacpbmv_VLASS2.1,59077.0,VLASS2.1,-1174.7090000000026,SN Ic
ZTF17aacpbmv,60251.709,ZTF17aacpbmv_VLASS3.1,60000.0,VLASS3.1,-251.70900000000256,SN Ic
ZTF17aadlxmv,58869.569,ZTF17aadlxmv_VLASS1.2v2,58610.0,VLASS1.2v,-259.56900000000314,SN Ia
ZTF17aadlxmv,58869.569,ZTF17aadlxmv_VLASS2.2,59552.0,VLASS2.2,682.4309999999969,SN Ia
ZTF18aaaibml,58899.679,ZTF18aaaibml_VLASS1.1v2,58083.0,VLASS1.1v,-816.6790000000037,SN II
ZTF18aaaibml,58899.679,ZTF18aaaibml_VLASS2.1,59048.0,VLASS2.1,148.32099999999627,SN II
ZTF18aaaibml,58899.679,ZTF18aaaibml_VLASS3.1,59969.0,VLASS3.1,1069.3209999999965,SN II
ZTF18aaaonon,59693.649,ZTF18aaaonon_VLASS1.1v2,58032.0,VLASS1.1v,-1661.6489999999976,SN Ia
ZTF18aaaonon,59693.649,ZTF18aaaonon_VLASS2.1,59133.0,VLASS2.1,-560.6489999999976,SN Ia
ZTF18aaaonon,59693.649,ZTF18aaaonon_VLASS3.1,59973.0,VLASS3.1,279.3510000000024,SN Ia
ZTF18aaaqexr,58881.799,ZTF18aaaqexr_VLASS1.1v2,58054.0,VLASS1.1v,-827.7989999999991,SN Ia
ZTF18aaaqexr,58881.799,ZTF18aaaqexr_VLASS2.1,59133.0,VLASS2.1,251.20100000000093,SN Ia
ZTF18aaaqexr,58881.799,ZTF18aaaqexr_VLASS3.1,59961.0,VLASS3.1,1079.201000000001,SN Ia
ZTF18aabdajx,59627.749,ZTF18aabdajx_VLASS1.1v2,58077.0,VLASS1.1v,-1550.7490000000034,TDE
ZTF18aabdajx,59627.749,ZTF18aabdajx_VLASS2.1,59062.0,VLASS2.1,-565.7490000000034,TDE
ZTF18aabdajx,59627.749,ZTF18aabdajx_VLASS3.1,59979.0,VLASS3.1,351.25099999999657,TDE
ZTF18aabdgik,58417.879,ZTF18aabdgik_VLASS1.1v2,58121.0,VLASS1.1v,-296.8790000000008,SN Ia
ZTF18aabdgik,58417.879,ZTF18aabdgik_VLASS2.1,59051.0,VLASS2.1,633.1209999999992,SN Ia
ZTF18aabdgik,58417.879,ZTF18aabdgik_VLASS3.1,59969.0,VLASS3.1,1551.1209999999992,SN Ia
ZTF18aabkvpi,60006.729,ZTF18aabkvpi_VLASS1.1v2,58054.0,VLASS1.1v,-1952.7289999999991,TDE
ZTF18aabkvpi,60006.729,ZTF18aabkvpi_VLASS2.1,59133.0,VLASS2.1,-873.7289999999994,TDE
ZTF18aabkvpi,60006.729,ZTF18aabkvpi_VLASS3.1,59961.0,VLASS3.1,-45.72899999999936,TDE
ZTF18aabssth,58208.589,ZTF18aabssth_VLASS1.2v2,58593.0,VLASS1.2v,384.41100000000006,SN II
ZTF18aabssth,58208.589,ZTF18aabssth_VLASS2.2,59534.0,VLASS2.2,1325.411,SN II
ZTF18aabtxvd,58213.549,ZTF18aabtxvd_VLASS1.2v2,58638.0,VLASS1.2v,424.451000000001,TDE
ZTF18aabtxvd,58213.549,ZTF18aabtxvd_VLASS2.2,59563.0,VLASS2.2,1349.451000000001,TDE
ZTF18aabxlsv,58214.559,ZTF18aabxlsv_VLASS1.1v2,58083.0,VLASS1.1v,-131.5590000000011,SN Ib
ZTF18aabxlsv,58214.559,ZTF18aabxlsv_VLASS2.1,59048.0,VLASS2.1,833.4409999999989,SN Ib
ZTF18aabxlsv,58214.559,ZTF18aabxlsv_VLASS3.1,59969.0,VLASS3.1,1754.440999999999,SN Ib
ZTF18aaceepu,59839.889,ZTF18aaceepu_VLASS1.2v2,58641.0,VLASS1.2v,-1198.8890000000029,SN Ia
ZTF18aaceepu,59839.889,ZTF18aaceepu_VLASS2.2,59563.0,VLASS2.2,-276.88900000000285,SN Ia
ZTF18aacemcn,58828.889,ZTF18aacemcn_VLASS1.2v2,58641.0,VLASS1.2v,-187.88900000000285,SN II
ZTF18aacemcn,58828.889,ZTF18aacemcn_VLASS2.2,59563.0,VLASS2.2,734.1109999999971,SN II
ZTF18aacnlxz,59170.899,ZTF18aacnlxz_VLASS1.2v2,58607.0,VLASS1.2v,-563.8989999999976,SN II
ZTF18aacnlxz,59170.899,ZTF18aacnlxz_VLASS2.2,59529.0,VLASS2.2,358.1010000000024,SN II
ZTF18aadlaxo,59256.529,ZTF18aadlaxo_VLASS1.2v2,58547.0,VLASS1.2v,-709.5290000000023,SN Ia
ZTF18aadlaxo,59256.529,ZTF18aadlaxo_VLASS2.2,59531.0,VLASS2.2,274.47099999999773,SN Ia
ZTF18aadmssd,58494.639,ZTF18aadmssd_VLASS1.2v2,58600.0,VLASS1.2v,105.36099999999716,SN IIn
ZTF18aadmssd,58494.639,ZTF18aadmssd_VLASS2.2,59496.0,VLASS2.2,1001.3609999999971,SN IIn
ZTF18aadsuxd,59158.869,ZTF18aadsuxd_VLASS1.2v2,58608.0,VLASS1.2v,-550.8689999999988,SN II
ZTF18aadsuxd,59158.869,ZTF18aadsuxd_VLASS2.2,59551.0,VLASS2.2,392.1310000000012,SN II
ZTF18aadxnul,59459.849,ZTF18aadxnul_VLASS1.2v2,58600.0,VLASS1.2v,-859.849000000002,SN Ia
ZTF18aadxnul,59459.849,ZTF18aadxnul_VLASS2.2,59496.0,VLASS2.2,36.15099999999802,SN Ia
ZTF18aadzfso,58882.659,ZTF18aadzfso_VLASS1.2v2,58619.0,VLASS1.2v,-263.65899999999965,SN Ia
ZTF18aadzfso,58882.659,ZTF18aadzfso_VLASS2.2,59504.0,VLASS2.2,621.3410000000003,SN Ia
ZTF18aaegvyd,58628.589,ZTF18aaegvyd_VLASS1.2v2,58593.0,VLASS1.2v,-35.58899999999994,SN II
ZTF18aaegvyd,58628.589,ZTF18aaegvyd_VLASS2.2,59547.0,VLASS2.2,918.411,SN II
ZTF18aaeipng,59662.559,ZTF18aaeipng_VLASS1.2v2,58610.0,VLASS1.2v,-1052.559000000001,SN IIb
ZTF18aaeipng,59662.559,ZTF18aaeipng_VLASS2.2,59552.0,VLASS2.2,-110.5590000000011,SN IIb
ZTF18aaemivw,58413.919,ZTF18aaemivw_VLASS1.2v2,58606.0,VLASS1.2v,192.0809999999983,SN Ia
ZTF18aaemivw,58413.919,ZTF18aaemivw_VLASS2.2,59529.0,VLASS2.2,1115.0809999999983,SN Ia
ZTF18aaeqjmc,60251.839,ZTF18aaeqjmc_VLASS1.2v2,58587.0,VLASS1.2v,-1664.839,SN Ia
ZTF18aaeqjmc,60251.839,ZTF18aaeqjmc_VLASS2.2,59561.0,VLASS2.2,-690.8389999999999,SN Ia
ZTF18aaermez,58504.789,ZTF18aaermez_VLASS1.2v2,58599.0,VLASS1.2v,94.21099999999568,SN Ia
ZTF18aaermez,58504.789,ZTF18aaermez_VLASS2.2,59554.0,VLASS2.2,1049.2109999999957,SN Ia
ZTF18aaezzww,60185.889,ZTF18aaezzww_VLASS1.2v2,58586.0,VLASS1.2v,-1599.8890000000029,SN Ia
ZTF18aaezzww,60185.889,ZTF18aaezzww_VLASS2.2,59562.0,VLASS2.2,-623.8890000000029,SN Ia
ZTF18aafdigb,60223.869,ZTF18aafdigb_VLASS1.2v2,58592.0,VLASS1.2v,-1631.8689999999988,SN Ia
ZTF18aafdigb,60223.869,ZTF18aafdigb_VLASS2.2,59553.0,VLASS2.2,-670.8689999999988,SN Ia
ZTF18aafpfwr,59461.849,ZTF18aafpfwr_VLASS1.2v2,58571.0,VLASS1.2v,-890.849000000002,SN Ia
ZTF18aafpfwr,59461.849,ZTF18aafpfwr_VLASS2.2,59562.0,VLASS2.2,100.15099999999802,SN Ia
ZTF18aafzers,59238.629,ZTF18aafzers_VLASS1.2v2,58586.0,VLASS1.2v,-652.6290000000008,SN Ia-pec
ZTF18aafzers,59238.629,ZTF18aafzers_VLASS2.2,59547.0,VLASS2.2,308.3709999999992,SN Ia-pec
ZTF18aagpzjk,58207.539,ZTF18aagpzjk_VLASS1.2v2,58587.0,VLASS1.2v,379.4609999999957,SN II
ZTF18aagpzjk,58207.539,ZTF18aagpzjk_VLASS2.2,59538.0,VLASS2.2,1330.4609999999957,SN II
ZTF18aagrdcs,58207.779,ZTF18aagrdcs_VLASS1.2v2,58587.0,VLASS1.2v,379.2209999999978,SN Ib
ZTF18aagrdcs,58207.779,ZTF18aagrdcs_VLASS2.2,59532.0,VLASS2.2,1324.2209999999975,SN Ib
ZTF18aagrtxs,58204.609,ZTF18aagrtxs_VLASS1.1v2,58076.0,VLASS1.1v,-128.60900000000402,SN Ia
ZTF18aagrtxs,58204.609,ZTF18aagrtxs_VLASS2.1,59062.0,VLASS2.1,857.390999999996,SN Ia
ZTF18aagrtxs,58204.609,ZTF18aagrtxs_VLASS3.1,59979.0,VLASS3.1,1774.390999999996,SN Ia
ZTF18aagstdc,58200.739,ZTF18aagstdc_VLASS1.2v2,58570.0,VLASS1.2v,369.2609999999986,SN Ia
ZTF18aagstdc,58200.739,ZTF18aagstdc_VLASS2.2,59495.0,VLASS2.2,1294.2609999999986,SN Ia
ZTF18aagtcxj,58209.829,ZTF18aagtcxj_VLASS1.2v2,58607.0,VLASS1.2v,397.1710000000021,SN Ia
ZTF18aagtcxj,58209.829,ZTF18aagtcxj_VLASS2.2,59532.0,VLASS2.2,1322.171000000002,SN Ia
ZTF18aagtwyh,59374.579,ZTF18aagtwyh_VLASS1.2v2,58563.0,VLASS1.2v,-811.5789999999979,SN Ia
ZTF18aagtwyh,59374.579,ZTF18aagtwyh_VLASS2.2,59538.0,VLASS2.2,163.4210000000021,SN Ia
ZTF18aahatvc,58975.659,ZTF18aahatvc_VLASS1.1v2,58028.0,VLASS1.1v,-947.6589999999997,SN Ia-91T
ZTF18aahatvc,58975.659,ZTF18aahatvc_VLASS2.1,59131.0,VLASS2.1,155.34100000000035,SN Ia-91T
ZTF18aahatvc,58975.659,ZTF18aahatvc_VLASS3.1,59966.0,VLASS3.1,990.3410000000003,SN Ia-91T
ZTF18aahesrp,58207.569,ZTF18aahesrp_VLASS1.2v2,58608.0,VLASS1.2v,400.43099999999686,SN Ia
ZTF18aahesrp,58207.569,ZTF18aahesrp_VLASS2.2,59551.0,VLASS2.2,1343.4309999999969,SN Ia
ZTF18aahfbqp,59195.809,ZTF18aahfbqp_VLASS1.2v2,58591.0,VLASS1.2v,-604.8090000000011,SN Ia
ZTF18aahfbqp,59195.809,ZTF18aahfbqp_VLASS2.2,59549.0,VLASS2.2,353.1909999999989,SN Ia
ZTF18aahfeiy,58204.589,ZTF18aahfeiy_VLASS1.2v2,58628.0,VLASS1.2v,423.41100000000006,SN Ia
ZTF18aahfeiy,58204.589,ZTF18aahfeiy_VLASS2.2,59496.0,VLASS2.2,1291.411,SN Ia
ZTF18aahfgyz,58208.679,ZTF18aahfgyz_VLASS1.2v2,58585.0,VLASS1.2v,376.3209999999963,SN Ia-91bg
ZTF18aahfgyz,58208.679,ZTF18aahfgyz_VLASS2.2,59527.0,VLASS2.2,1318.3209999999965,SN Ia-91bg
ZTF18aahfqbc,58204.609,ZTF18aahfqbc_VLASS1.1v2,58067.0,VLASS1.1v,-137.60900000000402,SN II
ZTF18aahfqbc,58204.609,ZTF18aahfqbc_VLASS2.1,59111.0,VLASS2.1,906.390999999996,SN II
ZTF18aahfqbc,58204.609,ZTF18aahfqbc_VLASS3.1,60014.0,VLASS3.1,1809.390999999996,SN II
ZTF18aahfxnn,58217.629,ZTF18aahfxnn_VLASS1.1v2,58121.0,VLASS1.1v,-96.6290000000008,SN Ia
ZTF18aahfxnn,58217.629,ZTF18aahfxnn_VLASS2.1,59051.0,VLASS2.1,833.3709999999992,SN Ia
ZTF18aahfxnn,58217.629,ZTF18aahfxnn_VLASS3.1,59969.0,VLASS3.1,1751.3709999999992,SN Ia
ZTF18aahfzea,58207.639,ZTF18aahfzea_VLASS1.1v2,58046.0,VLASS1.1v,-161.63900000000285,SN Ia
ZTF18aahfzea,58207.639,ZTF18aahfzea_VLASS2.1,59068.0,VLASS2.1,860.3609999999971,SN Ia
ZTF18aahfzea,58207.639,ZTF18aahfzea_VLASS3.1,59981.0,VLASS3.1,1773.3609999999971,SN Ia
ZTF18aahheaj,58217.649,ZTF18aahheaj_VLASS1.2v2,58585.0,VLASS1.2v,367.3510000000024,SN Ia
ZTF18aahheaj,58217.649,ZTF18aahheaj_VLASS2.2,59535.0,VLASS2.2,1317.3510000000024,SN Ia
ZTF18aahhenr,58212.659,ZTF18aahhenr_VLASS1.1v2,58027.0,VLASS1.1v,-185.65899999999965,SN Ia-91T
ZTF18aahhenr,58212.659,ZTF18aahhenr_VLASS2.1,59098.0,VLASS2.1,885.3410000000003,SN Ia-91T
ZTF18aahhenr,58212.659,ZTF18aahhenr_VLASS3.1,60004.0,VLASS3.1,1791.3410000000003,SN Ia-91T
ZTF18aahhqih,58247.599,ZTF18aahhqih_VLASS1.2v2,58634.0,VLASS1.2v,386.400999999998,SN II
ZTF18aahhqih,58247.599,ZTF18aahhqih_VLASS2.2,59553.0,VLASS2.2,1305.400999999998,SN II
ZTF18aahhzqn,58211.629,ZTF18aahhzqn_VLASS1.2v2,58610.0,VLASS1.2v,398.3709999999992,SN Ib/c
ZTF18aahhzqn,58211.629,ZTF18aahhzqn_VLASS2.2,59516.0,VLASS2.2,1304.3709999999992,SN Ib/c
ZTF18aahjafd,58223.569,ZTF18aahjafd_VLASS1.1v2,58021.0,VLASS1.1v,-202.56900000000311,SN Ia
ZTF18aahjafd,58223.569,ZTF18aahjafd_VLASS2.1,59045.0,VLASS2.1,821.4309999999969,SN Ia
ZTF18aahjafd,58223.569,ZTF18aahjafd_VLASS3.1,59967.0,VLASS3.1,1743.4309999999969,SN Ia
ZTF18aahmhxu,58256.609,ZTF18aahmhxu_VLASS1.2v2,58592.0,VLASS1.2v,335.390999999996,SLSN-II
ZTF18aahmhxu,58256.609,ZTF18aahmhxu_VLASS2.2,59539.0,VLASS2.2,1282.390999999996,SLSN-II
ZTF18aahpbwz,58235.529,ZTF18aahpbwz_VLASS1.2v2,58594.0,VLASS1.2v,358.47099999999773,SN Ib
ZTF18aahpbwz,58235.529,ZTF18aahpbwz_VLASS2.2,59539.0,VLASS2.2,1303.4709999999975,SN Ib
ZTF18aahptcq,58214.579,ZTF18aahptcq_VLASS1.2v2,58641.0,VLASS1.2v,426.4210000000021,SN Ia
ZTF18aahptcq,58214.579,ZTF18aahptcq_VLASS2.2,59497.0,VLASS2.2,1282.421000000002,SN Ia
ZTF18aahqkbt,58239.539,ZTF18aahqkbt_VLASS1.2v2,58627.0,VLASS1.2v,387.4609999999957,TDE
ZTF18aahqkbt,58239.539,ZTF18aahqkbt_VLASS2.2,59513.0,VLASS2.2,1273.4609999999957,TDE
ZTF18aahqmsr,58221.549,ZTF18aahqmsr_VLASS1.2v2,58638.0,VLASS1.2v,416.451000000001,SN Ia
ZTF18aahqmsr,58221.549,ZTF18aahqmsr_VLASS2.2,59552.0,VLASS2.2,1330.451000000001,SN Ia
ZTF18aahrzkb,59143.869,ZTF18aahrzkb_VLASS1.1v2,58081.0,VLASS1.1v,-1062.8689999999988,SN II
ZTF18aahrzkb,59143.869,ZTF18aahrzkb_VLASS2.1,59114.0,VLASS2.1,-29.868999999998778,SN II
ZTF18aahrzkb,59143.869,ZTF18aahrzkb_VLASS3.1,59966.0,VLASS3.1,822.1310000000012,SN II
ZTF18aahshhp,58903.699,ZTF18aahshhp_VLASS1.1v2,58081.0,VLASS1.1v,-822.6990000000005,SN Ia
ZTF18aahshhp,58903.699,ZTF18aahshhp_VLASS2.1,59098.0,VLASS2.1,194.30099999999948,SN Ia
ZTF18aahshhp,58903.699,ZTF18aahshhp_VLASS3.1,59987.0,VLASS3.1,1083.3009999999997,SN Ia
ZTF18aahtjsc,58565.619,ZTF18aahtjsc_VLASS1.2v2,58609.0,VLASS1.2v,43.38100000000122,SN Ia
ZTF18aahtjsc,58565.619,ZTF18aahtjsc_VLASS2.2,59553.0,VLASS2.2,987.3810000000012,SN Ia
ZTF18aahuujv,58672.629,ZTF18aahuujv_VLASS1.1v2,58031.0,VLASS1.1v,-641.6290000000008,SN Ic
ZTF18aahuujv,58672.629,ZTF18aahuujv_VLASS2.1,59110.0,VLASS2.1,437.3709999999992,SN Ic
ZTF18aahuujv,58672.629,ZTF18aahuujv_VLASS3.1,59980.0,VLASS3.1,1307.3709999999992,SN Ic
ZTF18aahvkwq,59947.859,ZTF18aahvkwq_VLASS1.1v2,58082.0,VLASS1.1v,-1865.859000000004,SN Ia
ZTF18aahvkwq,59947.859,ZTF18aahvkwq_VLASS2.1,59131.0,VLASS2.1,-816.859000000004,SN Ia
ZTF18aahvkwq,59947.859,ZTF18aahvkwq_VLASS3.1,59962.0,VLASS3.1,14.140999999995984,SN Ia
ZTF18aahvndq,58981.679,ZTF18aahvndq_VLASS1.1v2,58082.0,VLASS1.1v,-899.6790000000037,SN Ia
ZTF18aahvndq,58981.679,ZTF18aahvndq_VLASS2.1,59099.0,VLASS2.1,117.32099999999627,SN Ia
ZTF18aahvndq,58981.679,ZTF18aahvndq_VLASS3.1,59974.0,VLASS3.1,992.3209999999964,SN Ia
ZTF18aahvpcy,59631.769,ZTF18aahvpcy_VLASS1.1v2,58040.0,VLASS1.1v,-1591.7690000000002,SN Ia
ZTF18aahvpcy,59631.769,ZTF18aahvpcy_VLASS2.1,59108.0,VLASS2.1,-523.7690000000002,SN Ia
ZTF18aahvpcy,59631.769,ZTF18aahvpcy_VLASS3.1,60014.0,VLASS3.1,382.23099999999977,SN Ia
ZTF18aahwhbk,59769.589,ZTF18aahwhbk_VLASS1.1v2,58076.0,VLASS1.1v,-1693.589,SN Ia
ZTF18aahwhbk,59769.589,ZTF18aahwhbk_VLASS2.1,59062.0,VLASS2.1,-707.5889999999999,SN Ia
ZTF18aahwhbk,59769.589,ZTF18aahwhbk_VLASS3.1,59979.0,VLASS3.1,209.4110000000001,SN Ia
ZTF18aaiiigm,58548.629,ZTF18aaiiigm_VLASS1.2v2,58587.0,VLASS1.2v,38.370999999999185,SN Ia
ZTF18aaiiigm,58548.629,ZTF18aaiiigm_VLASS2.2,59572.0,VLASS2.2,1023.3709999999992,SN Ia
ZTF18aailmnv,58314.659,ZTF18aailmnv_VLASS1.1v2,58084.0,VLASS1.1v,-230.65899999999965,SN Ia
ZTF18aailmnv,58314.659,ZTF18aailmnv_VLASS2.1,59065.0,VLASS2.1,750.3410000000003,SN Ia
ZTF18aailmnv,58314.659,ZTF18aailmnv_VLASS3.1,59986.0,VLASS3.1,1671.3410000000003,SN Ia
ZTF18aairuad,58217.639,ZTF18aairuad_VLASS1.1v2,58084.0,VLASS1.1v,-133.63900000000285,SN Ia
ZTF18aairuad,58217.639,ZTF18aairuad_VLASS2.1,59084.0,VLASS2.1,866.3609999999971,SN Ia
ZTF18aairuad,58217.639,ZTF18aairuad_VLASS3.1,60003.0,VLASS3.1,1785.3609999999971,SN Ia
ZTF18aaisqmw,59193.889,ZTF18aaisqmw_VLASS1.1v2,58019.0,VLASS1.1v,-1174.8890000000029,SN Ia
ZTF18aaisqmw,59193.889,ZTF18aaisqmw_VLASS2.1,59063.0,VLASS2.1,-130.88900000000285,SN Ia
ZTF18aaisqmw,59193.889,ZTF18aaisqmw_VLASS3.1,59984.0,VLASS3.1,790.1109999999971,SN Ia
ZTF18aaisuxz,59847.909,ZTF18aaisuxz_VLASS1.2v2,58586.0,VLASS1.2v,-1261.9089999999997,SN Ia
ZTF18aaisuxz,59847.909,ZTF18aaisuxz_VLASS2.2,59547.0,VLASS2.2,-300.90899999999965,SN Ia
ZTF18aaisybp,58926.679,ZTF18aaisybp_VLASS1.2v2,58561.0,VLASS1.2v,-365.6790000000037,SN Ic
ZTF18aaisybp,58926.679,ZTF18aaisybp_VLASS2.2,59540.0,VLASS2.2,613.3209999999963,SN Ic
ZTF18aaisyyp,58245.609,ZTF18aaisyyp_VLASS1.1v2,58098.0,VLASS1.1v,-147.60900000000402,SN Ic
ZTF18aaisyyp,58245.609,ZTF18aaisyyp_VLASS2.1,59093.0,VLASS2.1,847.390999999996,SN Ic
ZTF18aaisyyp,58245.609,ZTF18aaisyyp_VLASS3.1,59990.0,VLASS3.1,1744.390999999996,SN Ic
ZTF18aaivnak,60106.699,ZTF18aaivnak_VLASS1.1v2,58069.0,VLASS1.1v,-2037.6990000000003,SN Ia
ZTF18aaivnak,60106.699,ZTF18aaivnak_VLASS2.1,59114.0,VLASS2.1,-992.6990000000004,SN Ia
ZTF18aaivnak,60106.699,ZTF18aaivnak_VLASS3.1,59962.0,VLASS3.1,-144.69900000000052,SN Ia
ZTF18aaiwewk,59627.769,ZTF18aaiwewk_VLASS1.1v2,58076.0,VLASS1.1v,-1551.7690000000002,SN Ia
ZTF18aaiwewk,59627.769,ZTF18aaiwewk_VLASS2.1,59063.0,VLASS2.1,-564.7690000000002,SN Ia
ZTF18aaiwewk,59627.769,ZTF18aaiwewk_VLASS3.1,59984.0,VLASS3.1,356.23099999999977,SN Ia
ZTF18aaiwzie,59977.879,ZTF18aaiwzie_VLASS1.1v2,58069.0,VLASS1.1v,-1908.8790000000008,SN Ia
ZTF18aaiwzie,59977.879,ZTF18aaiwzie_VLASS2.1,59114.0,VLASS2.1,-863.8790000000008,SN Ia
ZTF18aaiwzie,59977.879,ZTF18aaiwzie_VLASS3.1,59962.0,VLASS3.1,-15.879000000000817,SN Ia
ZTF18aaiykoz,59015.619,ZTF18aaiykoz_VLASS1.2v2,58570.0,VLASS1.2v,-445.6189999999988,SN Ia
ZTF18aaiykoz,59015.619,ZTF18aaiykoz_VLASS2.2,59495.0,VLASS2.2,479.3810000000012,SN Ia
ZTF18aaizerg,58846.949,ZTF18aaizerg_VLASS1.1v2,58088.0,VLASS1.1v,-758.9490000000005,SN Ia
ZTF18aaizerg,58846.949,ZTF18aaizerg_VLASS2.1,59062.0,VLASS2.1,215.05099999999948,SN Ia
ZTF18aaizerg,58846.949,ZTF18aaizerg_VLASS3.1,59979.0,VLASS3.1,1132.0509999999997,SN Ia
ZTF18aajivpr,58946.669,ZTF18aajivpr_VLASS1.1v2,58019.0,VLASS1.1v,-927.6690000000016,SN Ia
ZTF18aajivpr,58946.669,ZTF18aajivpr_VLASS2.1,59063.0,VLASS2.1,116.33099999999833,SN Ia
ZTF18aajivpr,58946.669,ZTF18aajivpr_VLASS3.1,59984.0,VLASS3.1,1037.3309999999983,SN Ia
ZTF18aajjhkq,59221.809,ZTF18aajjhkq_VLASS1.2v2,58612.0,VLASS1.2v,-609.8090000000011,SN Ia
ZTF18aajjhkq,59221.809,ZTF18aajjhkq_VLASS2.2,59540.0,VLASS2.2,318.1909999999989,SN Ia
ZTF18aajkcdn,59899.869,ZTF18aajkcdn_VLASS1.2v2,58587.0,VLASS1.2v,-1312.8689999999988,SN Ia
ZTF18aajkcdn,59899.869,ZTF18aajkcdn_VLASS2.2,59551.0,VLASS2.2,-348.8689999999988,SN Ia
ZTF18aajkrxi,59673.679,ZTF18aajkrxi_VLASS1.1v2,58081.0,VLASS1.1v,-1592.6790000000035,SN Ia
ZTF18aajkrxi,59673.679,ZTF18aajkrxi_VLASS2.1,59114.0,VLASS2.1,-559.6790000000037,SN Ia
ZTF18aajkrxi,59673.679,ZTF18aajkrxi_VLASS3.1,59966.0,VLASS3.1,292.3209999999963,SN Ia
ZTF18aajpjdi,58235.589,ZTF18aajpjdi_VLASS1.1v2,58082.0,VLASS1.1v,-153.58899999999994,SN Ia
ZTF18aajpjdi,58235.589,ZTF18aajpjdi_VLASS2.1,59099.0,VLASS2.1,863.4110000000001,SN Ia
ZTF18aajpjdi,58235.589,ZTF18aajpjdi_VLASS3.1,59974.0,VLASS3.1,1738.411,SN Ia
ZTF18aajqcue,58262.559,ZTF18aajqcue_VLASS1.1v2,58084.0,VLASS1.1v,-178.5590000000011,SLSN-I
ZTF18aajqcue,58262.559,ZTF18aajqcue_VLASS2.1,59065.0,VLASS2.1,802.4409999999989,SLSN-I
ZTF18aajqcue,58262.559,ZTF18aajqcue_VLASS3.1,59986.0,VLASS3.1,1723.440999999999,SLSN-I
ZTF18aajtlbf,58219.829,ZTF18aajtlbf_VLASS1.1v2,58010.0,VLASS1.1v,-209.8289999999979,SN Ia
ZTF18aajtlbf,58219.829,ZTF18aajtlbf_VLASS2.1,59065.0,VLASS2.1,845.1710000000021,SN Ia
ZTF18aajtlbf,58219.829,ZTF18aajtlbf_VLASS3.1,59986.0,VLASS3.1,1766.171000000002,SN Ia
ZTF18aajvqye,60130.669,ZTF18aajvqye_VLASS1.1v2,58067.0,VLASS1.1v,-2063.6690000000017,SN Ia
ZTF18aajvqye,60130.669,ZTF18aajvqye_VLASS2.1,59104.0,VLASS2.1,-1026.6690000000017,SN Ia
ZTF18aajvqye,60130.669,ZTF18aajvqye_VLASS3.1,60012.0,VLASS3.1,-118.66900000000167,SN Ia
ZTF18aakaljn,58217.539,ZTF18aakaljn_VLASS1.2v2,58589.0,VLASS1.2v,371.4609999999957,SN Ia-pec
ZTF18aakaljn,58217.539,ZTF18aakaljn_VLASS2.2,59527.0,VLASS2.2,1309.4609999999957,SN Ia-pec
ZTF18aakctzv,58238.629,ZTF18aakctzv_VLASS1.1v2,58021.0,VLASS1.1v,-217.6290000000008,SN IIP
ZTF18aakctzv,58238.629,ZTF18aakctzv_VLASS2.1,59045.0,VLASS2.1,806.3709999999992,SN IIP
ZTF18aakctzv,58238.629,ZTF18aakctzv_VLASS3.1,59967.0,VLASS3.1,1728.3709999999992,SN IIP
ZTF18aakecej,58222.559,ZTF18aakecej_VLASS1.1v2,58076.0,VLASS1.1v,-146.5590000000011,SN Ia
ZTF18aakecej,58222.559,ZTF18aakecej_VLASS2.1,59063.0,VLASS2.1,840.4409999999989,SN Ia
ZTF18aakecej,58222.559,ZTF18aakecej_VLASS3.1,59984.0,VLASS3.1,1761.440999999999,SN Ia
ZTF18aakfabl,58413.869,ZTF18aakfabl_VLASS1.1v2,58032.0,VLASS1.1v,-381.8689999999988,SN II
ZTF18aakfabl,58413.869,ZTF18aakfabl_VLASS2.1,59128.0,VLASS2.1,714.1310000000012,SN II
ZTF18aakfabl,58413.869,ZTF18aakfabl_VLASS3.1,59991.0,VLASS3.1,1577.1310000000012,SN II
