name,visual_obs_date,name_epoch,vlass_obs_date,epoch,flux,rms,days_diff,type,redshift
ZTF20aammtwx,58889.609,ZTF20aammtwx_VLASS2.2,59562.0,VLASS2.2,0.247,0.113,672.390999999996,SN Ic,0.02718
ZTF20aamntsk,58893.619,ZTF20aamntsk_VLASS1.1v2,58018.0,VLASS1.1v,0.432,0.117,-875.6189999999988,SN Ia,0.08015
ZTF20aamntsk,58893.619,ZTF20aamntsk_VLASS3.1,59985.0,VLASS3.1,0.301,0.115,1091.3810000000012,SN Ia,0.08015
ZTF20aamnvij,58893.679,ZTF20aamnvij_VLASS1.2v2,58589.0,VLASS1.2v,0.447,0.15,-304.6790000000037,SN Ia,0.07
ZTF20aamnvij,58893.679,ZTF20aamnvij_VLASS2.2,59527.0,VLASS2.2,0.374,0.142,633.3209999999963,SN Ia,0.07
ZTF20aamoaim,58884.689,ZTF20aamoaim_VLASS1.2v2,58634.0,VLASS1.2v,0.336,0.128,-250.6889999999985,SN II,0.0483
ZTF20aamoaim,58884.689,ZTF20aamoaim_VLASS2.2,59504.0,VLASS2.2,0.28,0.114,619.3110000000015,SN II,0.0483
ZTF20aamovgw,58890.519,ZTF20aamovgw_VLASS1.2v2,58592.0,VLASS1.2v,2.091,0.198,-298.51900000000023,SN Ia,0.11
ZTF20aamovgw,58890.519,ZTF20aamovgw_VLASS2.2,59526.0,VLASS2.2,1.926,0.187,635.4809999999998,SN Ia,0.11
ZTF20aamqmhj,58893.769,ZTF20aamqmhj_VLASS1.1v2,58084.0,VLASS1.1v,0.33,0.099,-809.7690000000002,SN Ic,0.04759
ZTF20aamqmhj,58893.769,ZTF20aamqmhj_VLASS2.1,59084.0,VLASS2.1,0.296,0.12,190.23099999999977,SN Ic,0.04759
ZTF20aamqmhj,58893.769,ZTF20aamqmhj_VLASS3.1,60003.0,VLASS3.1,0.31,0.128,1109.2309999999998,SN Ic,0.04759
ZTF20aamqslk,58889.749,ZTF20aamqslk_VLASS1.2v2,58607.0,VLASS1.2v,1.118,0.168,-282.74900000000343,SN Ia,0.0864
ZTF20aamqslk,58889.749,ZTF20aamqslk_VLASS2.2,59554.0,VLASS2.2,1.13,0.16,664.2509999999966,SN Ia,0.0864
ZTF20aamqxyi,58890.559,ZTF20aamqxyi_VLASS1.2v2,58668.0,VLASS1.2v,0.5,0.145,-222.5590000000011,SN Ia,0.04664
ZTF20aamqxyi,58890.559,ZTF20aamqxyi_VLASS2.2,59621.0,VLASS2.2,0.341,0.108,730.4409999999989,SN Ia,0.04664
ZTF20aamrreb,58895.609,ZTF20aamrreb_VLASS1.2v2,58680.0,VLASS1.2v,0.447,0.169,-215.609000000004,SN IIn,0.023
ZTF20aamrreb,58895.609,ZTF20aamrreb_VLASS2.2,59621.0,VLASS2.2,0.358,0.122,725.390999999996,SN IIn,0.023
ZTF20aamsjws,58894.609,ZTF20aamsjws_VLASS1.2v2,58593.0,VLASS1.2v,0.417,0.119,-301.609000000004,SN Ia,0.03023
ZTF20aamsjws,58894.609,ZTF20aamsjws_VLASS2.2,59535.0,VLASS2.2,0.334,0.117,640.390999999996,SN Ia,0.03023
ZTF20aamttiw,58881.849,ZTF20aamttiw_VLASS1.1v2,58067.0,VLASS1.1v,0.342,0.131,-814.849000000002,SN II,0.0449
ZTF20aamttiw,58881.849,ZTF20aamttiw_VLASS2.1,59104.0,VLASS2.1,0.349,0.132,222.150999999998,SN II,0.0449
ZTF20aamttiw,58881.849,ZTF20aamttiw_VLASS3.1,60012.0,VLASS3.1,0.348,0.123,1130.150999999998,SN II,0.0449
ZTF20aamttmo,58894.929,ZTF20aamttmo_VLASS1.2v2,58574.0,VLASS1.2v,0.344,0.136,-320.9290000000037,SN Ia,0.05
ZTF20aamttmo,58894.929,ZTF20aamttmo_VLASS2.2,59502.0,VLASS2.2,0.349,0.128,607.0709999999963,SN Ia,0.05
ZTF20aamttni,58894.899,ZTF20aamttni_VLASS1.2v2,58588.0,VLASS1.2v,0.344,0.11,-306.8989999999976,SN Ia,0.05351
ZTF20aamttni,58894.899,ZTF20aamttni_VLASS2.2,59490.0,VLASS2.2,0.289,0.112,595.1010000000024,SN Ia,0.05351
ZTF20aamujvi,58885.509,ZTF20aamujvi_VLASS1.1v2,58042.0,VLASS1.1v,0.437,0.108,-843.5089999999982,SN Ia,0.03
ZTF20aamujvi,58885.509,ZTF20aamujvi_VLASS2.1,59092.0,VLASS2.1,0.39,0.158,206.4910000000018,SN Ia,0.03
ZTF20aamujvi,58885.509,ZTF20aamujvi_VLASS3.1,60022.0,VLASS3.1,0.387,0.136,1136.4910000000018,SN Ia,0.03
ZTF20aamuqwn,58895.529,ZTF20aamuqwn_VLASS1.1v2,58087.0,VLASS1.1v,0.463,0.145,-808.5290000000023,SN Ia,0.01500
ZTF20aamuqwn,58895.529,ZTF20aamuqwn_VLASS2.1,59040.0,VLASS2.1,0.379,0.166,144.47099999999773,SN Ia,0.01500
ZTF20aamuqwn,58895.529,ZTF20aamuqwn_VLASS3.1,60013.0,VLASS3.1,0.404,0.139,1117.4709999999975,SN Ia,0.01500
ZTF20aamurxn,58890.509,ZTF20aamurxn_VLASS1.1v2,58166.0,VLASS1.1v,0.385,0.134,-724.5089999999982,SN Ia,0.1
ZTF20aamurxn,58890.509,ZTF20aamurxn_VLASS2.1,59152.0,VLASS2.1,0.359,0.122,261.4910000000018,SN Ia,0.1
ZTF20aamurxn,58890.509,ZTF20aamurxn_VLASS3.1,60107.0,VLASS3.1,0.286,0.119,1216.4910000000018,SN Ia,0.1
ZTF20aamwfea,58882.629,ZTF20aamwfea_VLASS1.1v2,58159.0,VLASS1.1v,0.306,0.119,-723.6290000000008,SN Ia,0.03
ZTF20aamwfea,58882.629,ZTF20aamwfea_VLASS3.1,60113.0,VLASS3.1,0.306,0.129,1230.3709999999992,SN Ia,0.03
ZTF20aamxuwl,58894.629,ZTF20aamxuwl_VLASS1.1v2,58118.0,VLASS1.1v,0.266,0.109,-776.6290000000008,SN II,0.037
ZTF20aamxuwl,58894.629,ZTF20aamxuwl_VLASS2.1,59072.0,VLASS2.1,0.336,0.141,177.3709999999992,SN II,0.037
ZTF20aamxuwl,58894.629,ZTF20aamxuwl_VLASS3.1,60008.0,VLASS3.1,0.378,0.134,1113.3709999999992,SN II,0.037
ZTF20aanadlu,58882.909,ZTF20aanadlu_VLASS1.1v2,58018.0,VLASS1.1v,0.303,0.154,-864.9089999999997,SN Ia,0.017
ZTF20aanadlu,58882.909,ZTF20aanadlu_VLASS2.1,59097.0,VLASS2.1,0.251,0.102,214.09100000000035,SN Ia,0.017
ZTF20aanadlu,58882.909,ZTF20aanadlu_VLASS3.1,59988.0,VLASS3.1,0.339,0.14,1105.0910000000003,SN Ia,0.017
ZTF20aanadof,58882.909,ZTF20aanadof_VLASS1.1v2,58040.0,VLASS1.1v,0.418,0.099,-842.9089999999997,SN IIP,0.02503
ZTF20aanadof,58882.909,ZTF20aanadof_VLASS2.1,59104.0,VLASS2.1,0.337,0.121,221.09100000000035,SN IIP,0.02503
ZTF20aanadof,58882.909,ZTF20aanadof_VLASS3.1,60012.0,VLASS3.1,0.258,0.089,1129.0910000000003,SN IIP,0.02503
ZTF20aanaeev,58882.909,ZTF20aanaeev_VLASS1.2v2,58612.0,VLASS1.2v,0.332,0.114,-270.90899999999965,SN Ia,0.02723
ZTF20aanaeev,58882.909,ZTF20aanaeev_VLASS2.2,59505.0,VLASS2.2,0.289,0.112,622.0910000000003,SN Ia,0.02723
ZTF20aanafck,58882.909,ZTF20aanafck_VLASS1.1v2,58018.0,VLASS1.1v,0.301,0.132,-864.9089999999997,SN Ia,0.09
ZTF20aanafck,58882.909,ZTF20aanafck_VLASS2.1,59097.0,VLASS2.1,0.353,0.12,214.09100000000035,SN Ia,0.09
ZTF20aanafck,58882.909,ZTF20aanafck_VLASS3.1,59988.0,VLASS3.1,0.298,0.121,1105.0910000000003,SN Ia,0.09
ZTF20aanafwi,58894.919,ZTF20aanafwi_VLASS1.1v2,58074.0,VLASS1.1v,0.281,0.099,-820.9190000000017,SN Ia,0.08
ZTF20aanafwi,58894.919,ZTF20aanafwi_VLASS2.1,59045.0,VLASS2.1,0.3,0.148,150.0809999999983,SN Ia,0.08
ZTF20aanafwi,58894.919,ZTF20aanafwi_VLASS3.1,60058.0,VLASS3.1,0.385,0.135,1163.0809999999983,SN Ia,0.08
ZTF20aanaibf,58893.889,ZTF20aanaibf_VLASS1.2v2,58601.0,VLASS1.2v,0.421,0.14,-292.88900000000285,SN Ia,0.053
ZTF20aanaibf,58893.889,ZTF20aanaibf_VLASS2.2,59549.0,VLASS2.2,0.448,0.127,655.1109999999971,SN Ia,0.053
ZTF20aanbfbf,58894.559,ZTF20aanbfbf_VLASS1.2v2,58587.0,VLASS1.2v,0.376,0.133,-307.5590000000011,SN Ia,0.065
ZTF20aanbfbf,58894.559,ZTF20aanbfbf_VLASS2.2,59511.0,VLASS2.2,0.375,0.126,616.4409999999989,SN Ia,0.065
ZTF20aanbvqg,58894.549,ZTF20aanbvqg_VLASS1.1v2,58103.0,VLASS1.1v,0.338,0.151,-791.5489999999991,SN Ia,0.045
ZTF20aanbvqg,58894.549,ZTF20aanbvqg_VLASS2.1,59137.0,VLASS2.1,0.453,0.157,242.45100000000093,SN Ia,0.045
ZTF20aanbvqg,58894.549,ZTF20aanbvqg_VLASS3.1,60034.0,VLASS3.1,0.402,0.123,1139.451000000001,SN Ia,0.045
ZTF20aandwrl,58890.709,ZTF20aandwrl_VLASS1.2v2,58593.0,VLASS1.2v,0.326,0.129,-297.70900000000256,SN Ia,0.09815
ZTF20aandwrl,58890.709,ZTF20aandwrl_VLASS2.2,59534.0,VLASS2.2,0.281,0.087,643.2909999999974,SN Ia,0.09815
ZTF20aannodx,58896.649,ZTF20aannodx_VLASS1.1v2,58041.0,VLASS1.1v,0.337,0.145,-855.6489999999976,SN Ia,0.09
ZTF20aannodx,58896.649,ZTF20aannodx_VLASS2.1,59102.0,VLASS2.1,0.478,0.167,205.3510000000024,SN Ia,0.09
ZTF20aannodx,58896.649,ZTF20aannodx_VLASS3.1,59992.0,VLASS3.1,0.412,0.134,1095.3510000000024,SN Ia,0.09
ZTF20aanrdek,58902.589,ZTF20aanrdek_VLASS1.1v2,58026.0,VLASS1.1v,0.418,0.159,-876.5889999999999,SN Iax,0.03909
ZTF20aanrdek,58902.589,ZTF20aanrdek_VLASS2.1,59099.0,VLASS2.1,0.413,0.16,196.4110000000001,SN Iax,0.03909
ZTF20aanrdek,58902.589,ZTF20aanrdek_VLASS3.1,59967.0,VLASS3.1,0.316,0.117,1064.411,SN Iax,0.03909
ZTF20aansktb,58896.729,ZTF20aansktb_VLASS1.1v2,58082.0,VLASS1.1v,0.254,0.101,-814.7289999999994,SN Ia,0.1
ZTF20aansktb,58896.729,ZTF20aansktb_VLASS2.1,59131.0,VLASS2.1,0.276,0.125,234.27100000000064,SN Ia,0.1
ZTF20aansktb,58896.729,ZTF20aansktb_VLASS3.1,59962.0,VLASS3.1,0.273,0.108,1065.2710000000006,SN Ia,0.1
ZTF20aansmlm,58889.819,ZTF20aansmlm_VLASS1.2v2,58548.0,VLASS1.2v,0.46,0.209,-341.81900000000314,SN Ia,0.07
ZTF20aansmlm,58889.819,ZTF20aansmlm_VLASS2.2,59626.0,VLASS2.2,0.339,0.149,736.1809999999969,SN Ia,0.07
ZTF20aansmsj,58893.739,ZTF20aansmsj_VLASS1.2v2,58585.0,VLASS1.2v,0.308,0.151,-308.7390000000014,SN Ia,0.11
ZTF20aansmsj,58893.739,ZTF20aansmsj_VLASS2.2,59535.0,VLASS2.2,0.302,0.13,641.2609999999986,SN Ia,0.11
ZTF20aanvliy,58888.819,ZTF20aanvliy_VLASS1.2v2,58566.0,VLASS1.2v,0.389,0.153,-322.81900000000314,SN Ia,0.083
ZTF20aanvliy,58888.819,ZTF20aanvliy_VLASS2.2,59542.0,VLASS2.2,0.464,0.132,653.1809999999969,SN Ia,0.083
ZTF20aanvmdt,58884.919,ZTF20aanvmdt_VLASS1.2v2,58584.0,VLASS1.2v,0.385,0.149,-300.9190000000017,SN Ib,0.037
ZTF20aanvmdt,58884.919,ZTF20aanvmdt_VLASS2.2,59533.0,VLASS2.2,0.299,0.111,648.0809999999983,SN Ib,0.037
ZTF20aanvpzo,58893.899,ZTF20aanvpzo_VLASS1.2v2,58554.0,VLASS1.2v,0.276,0.096,-339.8989999999976,SN Ia,0.03705
ZTF20aanvpzo,58893.899,ZTF20aanvpzo_VLASS2.2,59547.0,VLASS2.2,0.499,0.16,653.1010000000024,SN Ia,0.03705
ZTF20aanvqbi,58901.859,ZTF20aanvqbi_VLASS1.2v2,58554.0,VLASS1.2v,0.381,0.115,-347.859000000004,SN II,0.03276
ZTF20aanvqbi,58901.859,ZTF20aanvqbi_VLASS2.2,59547.0,VLASS2.2,0.462,0.134,645.140999999996,SN II,0.03276
ZTF20aanvqhk,58894.919,ZTF20aanvqhk_VLASS1.2v2,58588.0,VLASS1.2v,2.94,0.266,-306.9190000000017,SN Ia,0.08164
ZTF20aanvqhk,58894.919,ZTF20aanvqhk_VLASS2.2,59490.0,VLASS2.2,3.463,0.275,595.0809999999983,SN Ia,0.08164
ZTF20aanvsds,58895.909,ZTF20aanvsds_VLASS1.1v2,58009.0,VLASS1.1v,0.385,0.11,-886.9089999999997,SN Ia,0.075
ZTF20aanvsds,58895.909,ZTF20aanvsds_VLASS2.1,59063.0,VLASS2.1,0.436,0.15,167.09100000000035,SN Ia,0.075
ZTF20aanvsds,58895.909,ZTF20aanvsds_VLASS3.1,59984.0,VLASS3.1,0.323,0.123,1088.0910000000003,SN Ia,0.075
ZTF20aanyxvu,58902.559,ZTF20aanyxvu_VLASS1.2v2,58619.0,VLASS1.2v,0.444,0.113,-283.5590000000011,SN Ia,0.04
ZTF20aanyxvu,58902.559,ZTF20aanyxvu_VLASS2.2,59504.0,VLASS2.2,0.539,0.121,601.4409999999989,SN Ia,0.04
ZTF20aaodkvl,58895.909,ZTF20aaodkvl_VLASS2.1,59067.0,VLASS2.1,0.364,0.128,171.09100000000035,SN Ia,0.026
ZTF20aaodkvl,58895.909,ZTF20aaodkvl_VLASS3.1,60002.0,VLASS3.1,0.375,0.096,1106.0910000000003,SN Ia,0.026
ZTF20aaoffej,58903.549,ZTF20aaoffej_VLASS1.1v2,58086.0,VLASS1.1v,6.592,0.61,-817.5489999999991,SN II,0.0158
ZTF20aaoffej,58903.549,ZTF20aaoffej_VLASS2.1,59136.0,VLASS2.1,2.966,0.448,232.45100000000093,SN II,0.0158
ZTF20aaoffej,58903.549,ZTF20aaoffej_VLASS3.1,60019.0,VLASS3.1,2.889,0.5,1115.451000000001,SN II,0.0158
ZTF20aaogrqe,58899.499,ZTF20aaogrqe_VLASS1.2v2,58617.0,VLASS1.2v,0.25,0.117,-282.49900000000343,SN Ia,0.09
ZTF20aaogrqe,58899.499,ZTF20aaogrqe_VLASS2.2,59531.0,VLASS2.2,0.313,0.118,631.5009999999966,SN Ia,0.09
ZTF20aaoldej,58894.849,ZTF20aaoldej_VLASS1.2v2,58588.0,VLASS1.2v,0.717,0.168,-306.849000000002,SN II,0.02578
ZTF20aaoldej,58894.849,ZTF20aaoldej_VLASS2.2,59532.0,VLASS2.2,0.789,0.167,637.150999999998,SN II,0.02578
ZTF20aaolusw,59857.699,ZTF20aaolusw_VLASS1.1v2,58049.0,VLASS1.1v,0.291,0.132,-1808.6990000000003,SN Ia,0.059
ZTF20aaolusw,59857.699,ZTF20aaolusw_VLASS2.1,59067.0,VLASS2.1,0.376,0.114,-790.6990000000005,SN Ia,0.059
ZTF20aaolusw,59857.699,ZTF20aaolusw_VLASS3.1,60077.0,VLASS3.1,0.358,0.135,219.30099999999948,SN Ia,0.059
ZTF20aaomeaa,58893.539,ZTF20aaomeaa_VLASS1.1v2,58064.0,VLASS1.1v,0.223,0.084,-829.5390000000043,SN Ia,0.03
ZTF20aaomeaa,58893.539,ZTF20aaomeaa_VLASS2.1,59065.0,VLASS2.1,0.366,0.129,171.4609999999957,SN Ia,0.03
ZTF20aaomeaa,58893.539,ZTF20aaomeaa_VLASS3.1,59987.0,VLASS3.1,0.314,0.114,1093.4609999999957,SN Ia,0.03
ZTF20aaomtwl,58905.549,ZTF20aaomtwl_VLASS1.2v2,58595.0,VLASS1.2v,0.296,0.118,-310.54899999999907,SN Ia,0.03
ZTF20aaomtwl,58905.549,ZTF20aaomtwl_VLASS2.2,59551.0,VLASS2.2,0.245,0.101,645.4510000000009,SN Ia,0.03
ZTF20aaoojli,58902.549,ZTF20aaoojli_VLASS1.2v2,58586.0,VLASS1.2v,0.471,0.114,-316.54899999999907,SN Ia,0.05106
ZTF20aaoojli,58902.549,ZTF20aaoojli_VLASS2.2,59547.0,VLASS2.2,0.302,0.106,644.4510000000009,SN Ia,0.05106
ZTF20aaophpu,58890.569,ZTF20aaophpu_VLASS1.2v2,58583.0,VLASS1.2v,0.728,0.239,-307.56900000000314,SN II,0.017
ZTF20aaophpu,58890.569,ZTF20aaophpu_VLASS2.2,59548.0,VLASS2.2,0.565,0.142,657.4309999999969,SN II,0.017
ZTF20aaormnl,58899.609,ZTF20aaormnl_VLASS1.1v2,58115.0,VLASS1.1v,0.301,0.096,-784.609000000004,SN Ia,0.09
ZTF20aaormnl,58899.609,ZTF20aaormnl_VLASS2.1,59133.0,VLASS2.1,0.35,0.135,233.390999999996,SN Ia,0.09
ZTF20aaormnl,58899.609,ZTF20aaormnl_VLASS3.1,59960.0,VLASS3.1,0.595,0.205,1060.390999999996,SN Ia,0.09
ZTF20aaosoct,58902.629,ZTF20aaosoct_VLASS1.2v2,58619.0,VLASS1.2v,0.253,0.116,-283.6290000000008,SN Ia-91T,0.059
ZTF20aaosoct,58902.629,ZTF20aaosoct_VLASS2.2,59489.0,VLASS2.2,0.211,0.092,586.3709999999992,SN Ia-91T,0.059
ZTF20aaosuzy,58903.689,ZTF20aaosuzy_VLASS1.1v2,58084.0,VLASS1.1v,0.339,0.124,-819.6889999999985,SN Ia,0.11
ZTF20aaosuzy,58903.689,ZTF20aaosuzy_VLASS2.1,59084.0,VLASS2.1,0.374,0.162,180.3110000000015,SN Ia,0.11
ZTF20aaosuzy,58903.689,ZTF20aaosuzy_VLASS3.1,60003.0,VLASS3.1,0.321,0.122,1099.3110000000015,SN Ia,0.11
ZTF20aaowuim,58902.799,ZTF20aaowuim_VLASS1.1v2,58115.0,VLASS1.1v,0.305,0.122,-787.7989999999991,SN Ia,0.0267
ZTF20aaowuim,58902.799,ZTF20aaowuim_VLASS2.1,59079.0,VLASS2.1,0.377,0.146,176.20100000000093,SN Ia,0.0267
ZTF20aaowuim,58902.799,ZTF20aaowuim_VLASS3.1,59960.0,VLASS3.1,0.518,0.209,1057.201000000001,SN Ia,0.0267
ZTF20aapadwx,58901.809,ZTF20aapadwx_VLASS1.1v2,58069.0,VLASS1.1v,0.363,0.128,-832.8090000000011,SN Ia,0.0375
ZTF20aapadwx,58901.809,ZTF20aapadwx_VLASS2.1,59099.0,VLASS2.1,0.405,0.146,197.1909999999989,SN Ia,0.0375
ZTF20aapadwx,58901.809,ZTF20aapadwx_VLASS3.1,59987.0,VLASS3.1,0.276,0.112,1085.190999999999,SN Ia,0.0375
ZTF20aapcbmc,58901.899,ZTF20aapcbmc_VLASS1.1v2,58081.0,VLASS1.1v,0.247,0.11,-820.8989999999976,SN Ic-BL,0.03
ZTF20aapcbmc,58901.899,ZTF20aapcbmc_VLASS2.1,59109.0,VLASS2.1,0.261,0.127,207.1010000000024,SN Ic-BL,0.03
ZTF20aapcbmc,58901.899,ZTF20aapcbmc_VLASS3.1,59962.0,VLASS3.1,0.254,0.111,1060.1010000000024,SN Ic-BL,0.03
ZTF20aapcmur,58901.879,ZTF20aapcmur_VLASS1.1v2,58046.0,VLASS1.1v,0.215,0.104,-855.8790000000008,SN Ia,0.04218
ZTF20aapcmur,58901.879,ZTF20aapcmur_VLASS2.1,59068.0,VLASS2.1,0.351,0.127,166.1209999999992,SN Ia,0.04218
ZTF20aapcmur,58901.879,ZTF20aapcmur_VLASS3.1,59965.0,VLASS3.1,0.257,0.117,1063.1209999999992,SN Ia,0.04218
ZTF20aapdgaw,58903.499,ZTF20aapdgaw_VLASS1.2v2,58652.0,VLASS1.2v,0.502,0.156,-251.49900000000343,SN Ia,0.02
ZTF20aapdgaw,58903.499,ZTF20aapdgaw_VLASS2.2,59499.0,VLASS2.2,0.356,0.161,595.5009999999966,SN Ia,0.02
ZTF20aapjiwl,58902.599,ZTF20aapjiwl_VLASS1.2v2,58608.0,VLASS1.2v,0.251,0.087,-294.599000000002,SN II,0.04233
ZTF20aapjiwl,58902.599,ZTF20aapjiwl_VLASS2.2,59516.0,VLASS2.2,0.294,0.118,613.400999999998,SN II,0.04233
ZTF20aapnqbw,58905.759,ZTF20aapnqbw_VLASS1.2v2,58553.0,VLASS1.2v,0.361,0.144,-352.7589999999982,SN Ib,0.04106
ZTF20aapnqbw,58905.759,ZTF20aapnqbw_VLASS2.2,59593.0,VLASS2.2,0.379,0.151,687.2410000000018,SN Ib,0.04106
ZTF20aaporoa,58905.779,ZTF20aaporoa_VLASS1.2v2,58598.0,VLASS1.2v,0.381,0.121,-307.77900000000227,SN Ia,0.037
ZTF20aaporoa,58905.779,ZTF20aaporoa_VLASS2.2,59610.0,VLASS2.2,0.544,0.156,704.2209999999977,SN Ia,0.037
ZTF20aappcup,58901.819,ZTF20aappcup_VLASS1.2v2,58651.0,VLASS1.2v,0.358,0.13,-250.81900000000311,SN Ia,0.11
ZTF20aappcup,58901.819,ZTF20aappcup_VLASS2.2,59483.0,VLASS2.2,0.433,0.159,581.1809999999969,SN Ia,0.11
ZTF20aappghn,58898.869,ZTF20aappghn_VLASS1.2v2,58554.0,VLASS1.2v,0.385,0.161,-344.8689999999988,SN Ia,0.099
ZTF20aappghn,58898.869,ZTF20aappghn_VLASS2.2,59562.0,VLASS2.2,0.385,0.141,663.1310000000012,SN Ia,0.099
ZTF20aappgod,58894.929,ZTF20aappgod_VLASS1.2v2,58624.0,VLASS1.2v,0.49,0.159,-270.9290000000037,SN Ia,0.076
ZTF20aappgod,58894.929,ZTF20aappgod_VLASS2.2,59506.0,VLASS2.2,0.271,0.134,611.0709999999963,SN Ia,0.076
ZTF20aapycrh,58896.679,ZTF20aapycrh_VLASS1.2v2,58628.0,VLASS1.2v,0.558,0.244,-268.6790000000037,SN II,0.015
ZTF20aapycrh,58896.679,ZTF20aapycrh_VLASS2.2,59496.0,VLASS2.2,0.256,0.132,599.3209999999963,SN II,0.015
ZTF20aaqhtcd,58905.889,ZTF20aaqhtcd_VLASS1.2v2,58561.0,VLASS1.2v,0.225,0.107,-344.88900000000285,SN Ia,0.06
ZTF20aaqhtcd,58905.889,ZTF20aaqhtcd_VLASS2.2,59495.0,VLASS2.2,0.269,0.102,589.1109999999971,SN Ia,0.06
ZTF20aaqpxtm,58904.849,ZTF20aaqpxtm_VLASS1.1v2,58068.0,VLASS1.1v,0.295,0.109,-836.849000000002,SN Ia,0.05232
ZTF20aaqpxtm,58904.849,ZTF20aaqpxtm_VLASS2.1,59063.0,VLASS2.1,0.483,0.171,158.15099999999802,SN Ia,0.05232
ZTF20aaqpxtm,58904.849,ZTF20aaqpxtm_VLASS3.1,59984.0,VLASS3.1,0.377,0.088,1079.150999999998,SN Ia,0.05232
ZTF20aaqrddh,58905.869,ZTF20aaqrddh_VLASS1.1v2,58076.0,VLASS1.1v,0.362,0.109,-829.8689999999988,SN Ia,0.0799
ZTF20aaqrddh,58905.869,ZTF20aaqrddh_VLASS2.1,59063.0,VLASS2.1,0.413,0.176,157.13100000000122,SN Ia,0.0799
ZTF20aaqrddh,58905.869,ZTF20aaqrddh_VLASS3.1,59984.0,VLASS3.1,0.286,0.099,1078.1310000000012,SN Ia,0.0799
ZTF20aaqshoz,58904.859,ZTF20aaqshoz_VLASS1.2v2,58573.0,VLASS1.2v,0.412,0.152,-331.859000000004,SN Ia,0.04417
ZTF20aaqshoz,58904.859,ZTF20aaqshoz_VLASS2.2,59502.0,VLASS2.2,0.388,0.131,597.140999999996,SN Ia,0.04417
ZTF20aaqtebg,58904.859,ZTF20aaqtebg_VLASS1.1v2,58069.0,VLASS1.1v,1.002,0.151,-835.859000000004,SN Ia,0.0355
ZTF20aaqtebg,58904.859,ZTF20aaqtebg_VLASS2.1,59099.0,VLASS2.1,1.229,0.148,194.140999999996,SN Ia,0.0355
ZTF20aaqtebg,58904.859,ZTF20aaqtebg_VLASS3.1,59987.0,VLASS3.1,0.906,0.18,1082.140999999996,SN Ia,0.0355
ZTF20aaqtlwo,58904.869,ZTF20aaqtlwo_VLASS1.1v2,58040.0,VLASS1.1v,0.303,0.115,-864.8689999999988,SN Ic,0.0336
ZTF20aaqtlwo,58904.869,ZTF20aaqtlwo_VLASS2.1,59108.0,VLASS2.1,0.403,0.135,203.1310000000012,SN Ic,0.0336
ZTF20aaqtlwo,58904.869,ZTF20aaqtlwo_VLASS3.1,60001.0,VLASS3.1,0.269,0.09,1096.1310000000012,SN Ic,0.0336
ZTF20aaqukzi,58931.579,ZTF20aaqukzi_VLASS1.1v2,58074.0,VLASS1.1v,0.367,0.131,-857.5789999999979,SN Ia,0.01812
ZTF20aaqukzi,58931.579,ZTF20aaqukzi_VLASS2.1,59104.0,VLASS2.1,0.415,0.118,172.4210000000021,SN Ia,0.01812
ZTF20aaqukzi,58931.579,ZTF20aaqukzi_VLASS3.1,59989.0,VLASS3.1,0.273,0.129,1057.421000000002,SN Ia,0.01812
ZTF20aaqvzko,58904.599,ZTF20aaqvzko_VLASS1.1v2,58011.0,VLASS1.1v,0.394,0.126,-893.599000000002,SN Ia,0.04
ZTF20aaqvzko,58904.599,ZTF20aaqvzko_VLASS2.1,59097.0,VLASS2.1,0.329,0.139,192.400999999998,SN Ia,0.04
ZTF20aaqvzko,58904.599,ZTF20aaqvzko_VLASS3.1,60025.0,VLASS3.1,0.268,0.126,1120.400999999998,SN Ia,0.04
ZTF20aaqzzyt,58904.849,ZTF20aaqzzyt_VLASS1.1v2,58097.0,VLASS1.1v,0.404,0.161,-807.849000000002,SN Ia,0.0676
ZTF20aaqzzyt,58904.849,ZTF20aaqzzyt_VLASS2.1,59107.0,VLASS2.1,0.671,0.229,202.150999999998,SN Ia,0.0676
ZTF20aaqzzyt,58904.849,ZTF20aaqzzyt_VLASS3.1,60026.0,VLASS3.1,0.451,0.166,1121.150999999998,SN Ia,0.0676
ZTF20aarasxl,58904.879,ZTF20aarasxl_VLASS1.2v2,58595.0,VLASS1.2v,0.451,0.194,-309.8790000000008,SN Ia,0.0231
ZTF20aarasxl,58904.879,ZTF20aarasxl_VLASS2.2,59524.0,VLASS2.2,0.478,0.147,619.1209999999992,SN Ia,0.0231
ZTF20aarbget,58905.859,ZTF20aarbget_VLASS1.2v2,58566.0,VLASS1.2v,2.119,0.357,-339.859000000004,SN Ia,0.0225
ZTF20aarbget,58905.859,ZTF20aarbget_VLASS2.2,59542.0,VLASS2.2,1.974,0.429,636.140999999996,SN Ia,0.0225
ZTF20aarbktd,58898.889,ZTF20aarbktd_VLASS1.1v2,58082.0,VLASS1.1v,0.471,0.113,-816.8890000000029,SN II,0.03129
ZTF20aarbktd,58898.889,ZTF20aarbktd_VLASS2.1,59103.0,VLASS2.1,0.43,0.129,204.11099999999715,SN II,0.03129
ZTF20aarbktd,58898.889,ZTF20aarbktd_VLASS3.1,59966.0,VLASS3.1,0.274,0.108,1067.1109999999971,SN II,0.03129
ZTF20aarblcr,58904.909,ZTF20aarblcr_VLASS1.1v2,58042.0,VLASS1.1v,0.412,0.093,-862.9089999999997,SN II,0.04106
